Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
0,278.75,0.77,15.356,32.120000000000005,6.1992e-08,1.7934e-07,0.7,13.2,2.0512799999999998
3600,278.15,0.84,15.356,32.120000000000005,6.1992e-08,1.7934e-07,0.8,13.2,2.34432
7200,278.65,0.82,15.653,33.56,6.4071e-08,1.8942e-07,0.9,14.1,2.81718
10800,278.34999999999997,0.83,16.28,36.6,6.846e-08,2.107e-07,0.6,16.0,2.1311999999999998
14400,278.34999999999997,0.81,17.105,40.6,7.4235e-08,2.387e-07,1.6,18.5,6.5712
18000,278.04999999999995,0.78,16.907,39.64,7.284899999999999e-08,2.3198e-07,0.6,17.9,2.3842799999999995
21600,277.84999999999997,0.76,16.478,37.56,6.984600000000002e-08,2.1742e-07,0.3,16.6,1.10556
25200,277.34999999999997,0.75,16.049,35.480000000000004,6.6843e-08,2.0286000000000003e-07,0.1,15.3,0.3396600000000001
28800,277.15,0.74,15.983,35.16,6.6381e-08,2.0062e-07,0.4,15.1,1.34088
32400,276.34999999999997,0.8,15.686,33.72,6.4302e-08,1.9053999999999998e-07,0.3,14.2,0.94572
36000,276.75,0.6,16.874000000000002,39.480000000000004,7.2618e-08,2.3086000000000002e-07,0.4,17.8,1.5806400000000003
39600,276.45,0.52,16.841,39.32,7.238700000000001e-08,2.2974e-07,0.0,17.7,0.0
43200,276.15,0.62,15.818000000000001,34.36,6.5226e-08,1.9501999999999998e-07,0.1,14.6,0.32412
46800,276.04999999999995,0.68,15.521,32.92,6.3147e-08,1.8494000000000001e-07,0.1,13.7,0.30414
50400,275.54999999999995,0.79,15.389,32.28,6.222299999999999e-08,1.8046000000000002e-07,0.0,13.3,0.0
54000,275.95,0.75,15.653,33.56,6.4071e-08,1.8942e-07,0.1,14.1,0.31302
57600,276.75,0.61,15.587,33.24,6.3609e-08,1.8718e-07,0.0,13.9,0.0
61200,277.15,0.57,15.356,32.120000000000005,6.1992e-08,1.7934e-07,0.0,13.2,0.0
64800,276.95,0.63,14.993,30.36,5.9451e-08,1.6702e-07,0.0,12.1,0.0
68400,276.54999999999995,0.64,15.158000000000001,31.16,6.060600000000001e-08,1.7262e-07,0.0,12.6,0.0
72000,276.34999999999997,0.56,14.96,30.200000000000003,5.9220000000000004e-08,1.6590000000000002e-07,0.0,12.0,0.0
75600,275.34999999999997,0.62,14.96,30.200000000000003,5.9220000000000004e-08,1.6590000000000002e-07,0.0,12.0,0.0
79200,275.45,0.58,14.894,29.880000000000003,5.8758e-08,1.6366000000000002e-07,0.0,11.8,0.0
