Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
0,276.45,0.85,12.518,18.36,4.2125999999999996e-08,8.302e-08,0.0,4.6,0.0
3600,277.65,0.79,12.518,18.36,4.2125999999999996e-08,8.302e-08,0.0,4.6,0.0
7200,279.15,0.66,14.366,27.32,5.5061999999999994e-08,1.4574e-07,0.0,10.2,0.0
10800,279.54999999999995,0.64,14.96,30.200000000000003,5.9220000000000004e-08,1.6590000000000002e-07,0.0,12.0,0.0
14400,279.54999999999995,0.65,14.894,29.880000000000003,5.8758e-08,1.6366000000000002e-07,0.0,11.8,0.0
18000,279.65,0.63,15.125,31.0,6.0375e-08,1.715e-07,0.0,12.5,0.0
21600,279.65,0.63,14.795,29.400000000000002,5.8065e-08,1.603e-07,0.0,11.5,0.0
25200,279.75,0.62,14.168,26.36,5.3676e-08,1.3901999999999998e-07,0.0,9.6,0.0
28800,279.95,0.61,14.399000000000001,27.48,5.5293000000000004e-08,1.4686e-07,0.0,10.3,0.0
32400,279.75,0.61,13.409,22.68,4.8363e-08,1.1326e-07,0.0,7.3,0.0
36000,279.75,0.6,14.168,26.36,5.3676e-08,1.3901999999999998e-07,0.0,9.6,0.0
39600,278.84999999999997,0.63,13.97,25.4,5.229e-08,1.323e-07,0.0,9.0,0.0
43200,280.54999999999995,0.54,12.881,20.12,4.4667e-08,9.534e-08,0.0,5.7,0.0
46800,280.95,0.55,13.739,24.28,5.0673000000000006e-08,1.2446000000000002e-07,0.0,8.3,0.0
50400,281.34999999999997,0.56,14.366,27.32,5.5061999999999994e-08,1.4574e-07,0.0,10.2,0.0
54000,281.84999999999997,0.56,14.465,27.8,5.5755e-08,1.491e-07,0.0,10.5,0.0
57600,281.25,0.58,14.927,30.040000000000003,5.898899999999999e-08,1.6478000000000002e-07,0.0,11.9,0.0
61200,280.04999999999995,0.66,15.092,30.840000000000003,6.0144e-08,1.7038000000000002e-07,0.0,12.4,0.0
64800,279.65,0.69,14.729000000000001,29.080000000000002,5.7603e-08,1.5806e-07,0.0,11.3,0.0
68400,279.15,0.72,14.564,28.28,5.6448e-08,1.5246e-07,0.0,10.8,0.0
72000,279.15,0.72,14.234,26.68,5.4138e-08,1.4125999999999998e-07,0.0,9.8,0.0
75600,278.84999999999997,0.74,13.97,25.4,5.229e-08,1.323e-07,0.0,9.0,0.0
79200,278.34999999999997,0.77,13.145,21.4,4.6514999999999997e-08,1.043e-07,0.0,6.5,0.0
82800,278.15,0.81,12.221,16.92,4.0047e-08,7.294000000000002e-08,0.0,3.7,0.0
86400,278.54999999999995,0.77,12.221,16.92,4.0047e-08,7.294000000000002e-08,0.0,3.7,0.0
90000,278.15,0.76,12.188,16.76,3.9816000000000004e-08,7.182e-08,0.0,3.6,0.0
93600,278.95,0.74,11.825,15.0,3.7275e-08,5.95e-08,0.0,2.5,0.0
97200,277.04999999999995,0.84,11.957,15.64,3.8199e-08,6.398000000000001e-08,0.2,2.9,0.12875999999999999
100800,276.65,0.87,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0.0,2.2,0.0
104400,276.45,0.81,11.891,15.32,3.7737e-08,6.174e-08,0.0,2.7,0.0
