Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
0,273.84999999999997,0.7,12.716000000000001,19.32,4.3512e-08,8.974e-08,0,5.2,0.0
3600,273.65,0.69,12.881,20.12,4.4667e-08,9.534e-08,0,5.7,0.0
7200,273.45,0.69,13.013,20.759999999999998,4.5591e-08,9.981999999999999e-08,0,6.1,0.0
10800,273.25,0.67,13.31,22.200000000000003,4.767e-08,1.099e-07,0,7.0,0.0
14400,272.84999999999997,0.67,13.046,20.92,4.5822e-08,1.0094000000000002e-07,0,6.2,0.0
18000,272.54999999999995,0.66,12.749,19.48,4.3743000000000003e-08,9.086e-08,0,5.3,0.0
21600,271.65,0.67,12.221,16.92,4.0047e-08,7.294000000000002e-08,0,3.7,0.0
25200,270.75,0.76,11.693,14.36,3.6351e-08,5.502e-08,0,2.1,0.0
28800,270.34999999999997,0.76,11.66,14.2,3.612e-08,5.39e-08,0,2.0,0.0
32400,270.15,0.7,11.858,15.16,3.7506000000000005e-08,6.062e-08,0,2.6,0.0
36000,269.65,0.8,11.858,15.16,3.7506000000000005e-08,6.062e-08,0,2.6,0.0
39600,269.65,0.78,11.759,14.68,3.6813e-08,5.726e-08,0,2.3,0.0
43200,268.95,0.81,11.66,14.2,3.612e-08,5.39e-08,0,2.0,0.0
46800,268.95,0.87,11.693,14.36,3.6351e-08,5.502e-08,0,2.1,0.0
50400,268.54999999999995,0.91,11.462,13.24,3.4734e-08,4.718e-08,0,1.4,0.0
54000,268.75,0.89,11.66,14.2,3.612e-08,5.39e-08,0,2.0,0.0
57600,267.65,0.91,11.626999999999999,14.04,3.5889e-08,5.278e-08,0,1.9,0.0
61200,267.65,0.92,11.626999999999999,14.04,3.5889e-08,5.278e-08,0,1.9,0.0
64800,267.34999999999997,0.87,11.495000000000001,13.4,3.4965e-08,4.83e-08,0,1.5,0.0
68400,266.84999999999997,0.89,11.363,12.76,3.4041e-08,4.382e-08,0,1.1,0.0
72000,266.95,0.89,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0,1.8,0.0
75600,267.25,0.9,11.759,14.68,3.6813e-08,5.726e-08,0,2.3,0.0
79200,267.34999999999997,0.9,11.759,14.68,3.6813e-08,5.726e-08,0,2.3,0.0
82800,268.75,0.87,12.122,16.44,3.9353999999999996e-08,6.958e-08,0,3.4,0.0
86400,269.15,0.85,12.221,16.92,4.0047e-08,7.294000000000002e-08,0,3.7,0.0
90000,269.34999999999997,0.84,12.023,15.96,3.8661e-08,6.622000000000001e-08,0,3.1,0.0
93600,269.54999999999995,0.84,12.188,16.76,3.9816000000000004e-08,7.182e-08,0,3.6,0.0
97200,269.54999999999995,0.83,12.089,16.28,3.9123e-08,6.846e-08,0,3.3,0.0
100800,269.84999999999997,0.83,12.518,18.36,4.2125999999999996e-08,8.302e-08,0,4.6,0.0
104400,269.95,0.84,12.353,17.56,4.0971e-08,7.741999999999999e-08,0,4.1,0.0
108000,270.04999999999995,0.79,12.286999999999999,17.240000000000002,4.0508999999999996e-08,7.518e-08,0,3.9,0.0
111600,270.34999999999997,0.81,12.286999999999999,17.240000000000002,4.0508999999999996e-08,7.518e-08,0,3.9,0.0
115200,270.54999999999995,0.8,12.122,16.44,3.9353999999999996e-08,6.958e-08,0,3.4,0.0
118800,270.75,0.8,11.99,15.8,3.843e-08,6.510000000000001e-08,0,3.0,0.0
122400,270.84999999999997,0.8,12.584,18.68,4.2588e-08,8.526e-08,0,4.8,0.0
126000,270.84999999999997,0.8,12.254,17.08,4.0278e-08,7.406e-08,0,3.8,0.0
129600,270.95,0.8,12.584,18.68,4.2588e-08,8.526e-08,0,4.8,0.0
133200,271.04999999999995,0.81,12.518,18.36,4.2125999999999996e-08,8.302e-08,0,4.6,0.0
136800,271.04999999999995,0.84,12.188,16.76,3.9816000000000004e-08,7.182e-08,0,3.6,0.0
140400,271.34999999999997,0.85,12.155000000000001,16.6,3.9585e-08,7.07e-08,0,3.5,0.0
144000,271.45,0.85,12.65,19.0,4.305e-08,8.75e-08,0,5.0,0.0
147600,271.65,0.87,12.65,19.0,4.305e-08,8.75e-08,0,5.0,0.0
151200,271.65,0.86,12.914,20.28,4.4897999999999996e-08,9.645999999999999e-08,0,5.8,0.0
154800,272.04999999999995,0.85,12.847999999999999,19.96,4.4435999999999995e-08,9.421999999999999e-08,0,5.6,0.0
158400,272.25,0.85,12.782,19.64,4.3974e-08,9.198000000000001e-08,0,5.4,0.0
162000,272.45,0.86,12.65,19.0,4.305e-08,8.75e-08,0,5.0,0.0
165600,272.54999999999995,0.84,12.749,19.48,4.3743000000000003e-08,9.086e-08,0,5.3,0.0
169200,272.75,0.88,12.847999999999999,19.96,4.4435999999999995e-08,9.421999999999999e-08,0.1,5.6,0.12431999999999999
172800,272.54999999999995,0.92,12.716000000000001,19.32,4.3512e-08,8.974e-08,0.2,5.2,0.23088
176400,272.45,0.94,12.782,19.64,4.3974e-08,9.198000000000001e-08,0.5,5.4,0.5994
180000,273.04999999999995,0.9,12.947,20.44,4.5129e-08,9.758e-08,0.2,5.9,0.26196
183600,272.84999999999997,0.94,12.683,19.16,4.3280999999999996e-08,8.862e-08,0.2,5.1,0.22644
187200,272.95,0.94,12.881,20.12,4.4667e-08,9.534e-08,0.3,5.7,0.37962
190800,273.34999999999997,0.89,12.947,20.44,4.5129e-08,9.758e-08,0.1,5.9,0.13098
194400,273.15,0.92,12.98,20.6,4.5360000000000004e-08,9.87e-08,0,6.0,0.0
198000,273.25,0.93,12.683,19.16,4.3280999999999996e-08,8.862e-08,0,5.1,0.0
201600,273.54999999999995,0.91,12.65,19.0,4.305e-08,8.75e-08,0,5.0,0.0
205200,273.84999999999997,0.88,12.914,20.28,4.4897999999999996e-08,9.645999999999999e-08,0,5.8,0.0
208800,273.84999999999997,0.88,12.782,19.64,4.3974e-08,9.198000000000001e-08,0,5.4,0.0
212400,273.84999999999997,0.88,12.584,18.68,4.2588e-08,8.526e-08,0.1,4.8,0.10656
216000,273.75,0.9,12.188,16.76,3.9816000000000004e-08,7.182e-08,0.1,3.6,0.07992
219600,273.75,0.91,12.386,17.72,4.1202e-08,7.854e-08,0.1,4.2,0.09324
223200,273.95,0.89,12.386,17.72,4.1202e-08,7.854e-08,0.1,4.2,0.09324
226800,274.04999999999995,0.87,12.551,18.52,4.2357e-08,8.414e-08,0,4.7,0.0
230400,274.45,0.84,12.914,20.28,4.4897999999999996e-08,9.645999999999999e-08,0,5.8,0.0
234000,274.45,0.85,12.782,19.64,4.3974e-08,9.198000000000001e-08,0.1,5.4,0.11988000000000001
237600,274.34999999999997,0.86,12.847999999999999,19.96,4.4435999999999995e-08,9.421999999999999e-08,0,5.6,0.0
241200,274.65,0.84,13.079,21.08,4.6053e-08,1.0206e-07,0,6.3,0.0
244800,274.84999999999997,0.8,12.847999999999999,19.96,4.4435999999999995e-08,9.421999999999999e-08,0,5.6,0.0
248400,275.04999999999995,0.77,12.98,20.6,4.5360000000000004e-08,9.87e-08,0,6.0,0.0
252000,274.84999999999997,0.79,13.079,21.08,4.6053e-08,1.0206e-07,0,6.3,0.0
255600,275.25,0.74,13.112,21.240000000000002,4.6284e-08,1.0318000000000001e-07,0,6.4,0.0
259200,275.15,0.76,13.31,22.200000000000003,4.767e-08,1.099e-07,0,7.0,0.0
262800,275.25,0.76,13.409,22.68,4.8363e-08,1.1326e-07,0,7.3,0.0
266400,275.04999999999995,0.79,13.442,22.840000000000003,4.8594e-08,1.1438000000000002e-07,0,7.4,0.0
270000,275.15,0.79,13.607,23.64,4.9749e-08,1.1998e-07,0,7.9,0.0
273600,275.15,0.82,13.541,23.32,4.9287e-08,1.1774e-07,0.1,7.7,0.17094
277200,275.45,0.81,13.541,23.32,4.9287e-08,1.1774e-07,0,7.7,0.0
280800,275.45,0.83,13.409,22.68,4.8363e-08,1.1326e-07,0,7.3,0.0
284400,275.65,0.83,13.442,22.840000000000003,4.8594e-08,1.1438000000000002e-07,0.1,7.4,0.16428000000000004
288000,275.95,0.81,13.343,22.36,4.7901e-08,1.1102e-07,0.2,7.1,0.31523999999999996
291600,276.15,0.79,13.442,22.840000000000003,4.8594e-08,1.1438000000000002e-07,0.2,7.4,0.3285600000000001
295200,276.15,0.78,13.574,23.48,4.9518e-08,1.1886e-07,0,7.8,0.0
298800,276.25,0.77,13.442,22.840000000000003,4.8594e-08,1.1438000000000002e-07,0.1,7.4,0.16428000000000004
302400,276.25,0.76,13.31,22.200000000000003,4.767e-08,1.099e-07,0,7.0,0.0
306000,276.15,0.77,13.178,21.560000000000002,4.6746e-08,1.0542e-07,0,6.6,0.0
309600,276.25,0.79,13.178,21.560000000000002,4.6746e-08,1.0542e-07,0,6.6,0.0
313200,276.45,0.75,13.013,20.759999999999998,4.5591e-08,9.981999999999999e-08,0,6.1,0.0
316800,276.54999999999995,0.74,13.277000000000001,22.04,4.7439e-08,1.0878e-07,0,6.9,0.0
320400,276.45,0.72,13.343,22.36,4.7901e-08,1.1102e-07,0,7.1,0.0
324000,276.34999999999997,0.76,12.947,20.44,4.5129e-08,9.758e-08,0,5.9,0.0
327600,276.04999999999995,0.8,12.847999999999999,19.96,4.4435999999999995e-08,9.421999999999999e-08,0,5.6,0.0
331200,276.34999999999997,0.75,13.112,21.240000000000002,4.6284e-08,1.0318000000000001e-07,0,6.4,0.0
