Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
0,271.34999999999997,0.94,11.429,13.08,3.4503e-08,4.606e-08,0.0,1.3,0.0
3600,270.95,0.94,11.264,12.280000000000001,3.3348e-08,4.046e-08,0.0,0.8,0.0
7200,270.95,0.94,11.495000000000001,13.4,3.4965e-08,4.83e-08,0.0,1.5,0.0
10800,271.04999999999995,0.95,11.495000000000001,13.4,3.4965e-08,4.83e-08,0.0,1.5,0.0
14400,270.84999999999997,0.95,11.528,13.56,3.5196e-08,4.942e-08,0.0,1.6,0.0
18000,271.15,0.94,11.759,14.68,3.6813e-08,5.726e-08,0.0,2.3,0.0
21600,270.65,0.94,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0.0,2.2,0.0
25200,270.54999999999995,0.94,11.561,13.72,3.5427e-08,5.054e-08,0.0,1.7,0.0
28800,270.15,0.94,11.495000000000001,13.4,3.4965e-08,4.83e-08,0.0,1.5,0.0
32400,270.15,0.94,11.462,13.24,3.4734e-08,4.718e-08,0.0,1.4,0.0
36000,271.04999999999995,0.95,11.363,12.76,3.4041e-08,4.382e-08,0.0,1.1,0.0
39600,272.25,0.94,11.462,13.24,3.4734e-08,4.718e-08,0.0,1.4,0.0
43200,271.95,0.9,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.0,1.9,0.0
46800,271.34999999999997,0.92,11.429,13.08,3.4503e-08,4.606e-08,0.0,1.3,0.0
50400,271.04999999999995,0.93,11.363,12.76,3.4041e-08,4.382e-08,0.0,1.1,0.0
54000,271.04999999999995,0.93,11.165,11.8,3.2655e-08,3.7099999999999995e-08,0.0,0.5,0.0
57600,270.34999999999997,0.93,11.264,12.280000000000001,3.3348e-08,4.046e-08,0.0,0.8,0.0
61200,270.45,0.93,11.231,12.120000000000001,3.3117e-08,3.934e-08,0.0,0.7,0.0
64800,270.04999999999995,0.93,11.363,12.76,3.4041e-08,4.382e-08,0.0,1.1,0.0
68400,269.65,0.93,11.363,12.76,3.4041e-08,4.382e-08,0.0,1.1,0.0
72000,269.75,0.93,11.297,12.440000000000001,3.3579e-08,4.158e-08,0.0,0.9,0.0
75600,269.45,0.92,11.198,11.96,3.2886e-08,3.822e-08,0.0,0.6,0.0
79200,269.25,0.91,11.33,12.6,3.3809999999999996e-08,4.27e-08,0.0,1.0,0.0
82800,270.15,0.93,11.33,12.6,3.3809999999999996e-08,4.27e-08,0.0,1.0,0.0
86400,270.25,0.92,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
90000,270.45,0.92,11.462,13.24,3.4734e-08,4.718e-08,0.0,1.4,0.0
93600,270.95,0.92,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.0,1.9,0.0
97200,270.95,0.91,11.363,12.76,3.4041e-08,4.382e-08,0.0,1.1,0.0
100800,271.15,0.92,11.264,12.280000000000001,3.3348e-08,4.046e-08,0.0,0.8,0.0
104400,271.65,0.9,11.297,12.440000000000001,3.3579e-08,4.158e-08,0.0,0.9,0.0
108000,271.84999999999997,0.89,11.693,14.36,3.6351e-08,5.502e-08,0.0,2.1,0.0
111600,271.95,0.89,11.495000000000001,13.4,3.4965e-08,4.83e-08,0.0,1.5,0.0
115200,272.45,0.87,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0.0,1.8,0.0
118800,273.15,0.79,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
122400,273.95,0.7,12.056000000000001,16.12,3.8892e-08,6.734e-08,0.0,3.2,0.0
126000,274.75,0.64,12.353,17.56,4.0971e-08,7.741999999999999e-08,0.0,4.1,0.0
129600,275.45,0.59,12.386,17.72,4.1202e-08,7.854e-08,0.0,4.2,0.0
133200,275.34999999999997,0.6,12.485,18.2,4.1895e-08,8.19e-08,0.0,4.5,0.0
136800,275.15,0.62,12.419,17.88,4.1433000000000004e-08,7.965999999999999e-08,0.0,4.3,0.0
140400,275.54999999999995,0.56,12.485,18.2,4.1895e-08,8.19e-08,0.0,4.5,0.0
144000,274.75,0.61,12.122,16.44,3.9353999999999996e-08,6.958e-08,0.0,3.4,0.0
147600,273.75,0.66,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0.0,2.2,0.0
151200,273.04999999999995,0.72,11.363,12.76,3.4041e-08,4.382e-08,0.0,1.1,0.0
154800,272.84999999999997,0.76,11.33,12.6,3.3809999999999996e-08,4.27e-08,0.0,1.0,0.0
158400,272.25,0.77,11.528,13.56,3.5196e-08,4.942e-08,0.0,1.6,0.0
162000,273.25,0.65,11.792,14.84,3.7044e-08,5.838e-08,0.0,2.4,0.0
165600,272.25,0.71,11.858,15.16,3.7506000000000005e-08,6.062e-08,0.0,2.6,0.0
169200,271.75,0.74,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
172800,270.84999999999997,0.76,11.66,14.2,3.612e-08,5.39e-08,0.0,2.0,0.0
176400,270.15,0.8,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0.0,2.2,0.0
180000,269.84999999999997,0.79,11.66,14.2,3.612e-08,5.39e-08,0.0,2.0,0.0
183600,269.45,0.83,11.495000000000001,13.4,3.4965e-08,4.83e-08,0.0,1.5,0.0
187200,269.04999999999995,0.85,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
190800,269.04999999999995,0.83,11.363,12.76,3.4041e-08,4.382e-08,0.0,1.1,0.0
194400,268.84999999999997,0.85,11.297,12.440000000000001,3.3579e-08,4.158e-08,0.0,0.9,0.0
198000,268.34999999999997,0.85,11.264,12.280000000000001,3.3348e-08,4.046e-08,0.0,0.8,0.0
201600,268.75,0.86,11.363,12.76,3.4041e-08,4.382e-08,0.0,1.1,0.0
205200,268.65,0.88,11.528,13.56,3.5196e-08,4.942e-08,0.0,1.6,0.0
208800,269.45,0.89,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
212400,271.04999999999995,0.83,11.297,12.440000000000001,3.3579e-08,4.158e-08,0.0,0.9,0.0
216000,271.04999999999995,0.74,11.165,11.8,3.2655e-08,3.7099999999999995e-08,0.0,0.5,0.0
219600,270.45,0.79,11.198,11.96,3.2886e-08,3.822e-08,0.0,0.6,0.0
223200,270.65,0.78,11.297,12.440000000000001,3.3579e-08,4.158e-08,0.0,0.9,0.0
226800,269.65,0.82,11.33,12.6,3.3809999999999996e-08,4.27e-08,0.0,1.0,0.0
230400,269.54999999999995,0.87,11.33,12.6,3.3809999999999996e-08,4.27e-08,0.0,1.0,0.0
234000,269.34999999999997,0.85,11.462,13.24,3.4734e-08,4.718e-08,0.0,1.4,0.0
237600,268.65,0.85,11.462,13.24,3.4734e-08,4.718e-08,0.0,1.4,0.0
241200,268.84999999999997,0.88,11.495000000000001,13.4,3.4965e-08,4.83e-08,0.0,1.5,0.0
244800,268.34999999999997,0.88,11.33,12.6,3.3809999999999996e-08,4.27e-08,0.0,1.0,0.0
248400,268.15,0.88,11.297,12.440000000000001,3.3579e-08,4.158e-08,0.0,0.9,0.0
252000,267.95,0.88,11.132,11.64,3.2424e-08,3.598e-08,0.0,0.4,0.0
255600,267.75,0.89,11.297,12.440000000000001,3.3579e-08,4.158e-08,0.0,0.9,0.0
259200,267.34999999999997,0.87,11.33,12.6,3.3809999999999996e-08,4.27e-08,0.0,1.0,0.0
262800,266.84999999999997,0.89,11.165,11.8,3.2655e-08,3.7099999999999995e-08,0.0,0.5,0.0
266400,267.15,0.89,11.297,12.440000000000001,3.3579e-08,4.158e-08,0.0,0.9,0.0
270000,266.34999999999997,0.88,11.231,12.120000000000001,3.3117e-08,3.934e-08,0.0,0.7,0.0
273600,266.15,0.87,11.198,11.96,3.2886e-08,3.822e-08,0.0,0.6,0.0
277200,266.75,0.88,11.528,13.56,3.5196e-08,4.942e-08,0.0,1.6,0.0
280800,267.04999999999995,0.87,11.33,12.6,3.3809999999999996e-08,4.27e-08,0.0,1.0,0.0
284400,266.95,0.87,11.297,12.440000000000001,3.3579e-08,4.158e-08,0.0,0.9,0.0
288000,266.95,0.87,11.297,12.440000000000001,3.3579e-08,4.158e-08,0.0,0.9,0.0
291600,266.65,0.87,11.264,12.280000000000001,3.3348e-08,4.046e-08,0.0,0.8,0.0
295200,267.75,0.86,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
298800,269.45,0.83,11.297,12.440000000000001,3.3579e-08,4.158e-08,0.0,0.9,0.0
302400,269.34999999999997,0.76,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
306000,269.15,0.78,11.561,13.72,3.5427e-08,5.054e-08,0.0,1.7,0.0
309600,268.84999999999997,0.77,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0.0,1.8,0.0
313200,268.75,0.79,11.33,12.6,3.3809999999999996e-08,4.27e-08,0.0,1.0,0.0
316800,268.54999999999995,0.81,11.429,13.08,3.4503e-08,4.606e-08,0.0,1.3,0.0
320400,268.04999999999995,0.82,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
