Time [s],Temp [C],RH [%],h_t_w,h_m_w
0.0,269.95,0.6473333333333331,17.006804,0.0
3600.0,270.04999999999995,0.632,14.6201,5.4848684e-08
7200.0,270.15,0.616666666666667,14.63,5.4931974e-08
10800.0,270.25,0.6013333333333329,14.6399,5.5015299e-08
14400.0,270.34999999999997,0.586,14.6531,5.5120974e-08
18000.0,270.45,0.570666666666667,14.663,5.5204385e-08
21600.0,270.54999999999995,0.555333333333333,14.6729,5.5287835e-08
25200.0,270.65,0.54,14.6861,5.5393652e-08
28800.0,271.15,0.56,14.696,5.5477187e-08
32400.0,270.84999999999997,0.58,14.498,5.4217661e-08
36000.0,270.75,0.59,14.366,5.327523e-08
39600.0,270.34999999999997,0.58,13.97,5.0578105e-08
43200.0,269.65,0.69,13.409,4.6723887e-08
46800.0,270.15,0.57,13.772,4.9075982e-08
50400.0,269.34999999999997,0.64,13.508,4.7365106e-08
54000.0,269.34999999999997,0.57,13.673,4.8364402e-08
57600.0,269.75,0.54,14.069,5.1034455e-08
61200.0,270.04999999999995,0.49,15.092,5.8001515e-08
64800.0,270.75,0.5,14.96,5.7161682e-08
68400.0,271.04999999999995,0.54,14.729,5.5717166e-08
72000.0,270.95,0.49,15.521,6.1134273e-08
75600.0,271.45,0.57,15.983,6.4246066e-08
79200.0,271.75,0.55,15.125,5.8520232e-08
82800.0,271.15,0.54,14.729,5.5883184e-08
86400.0,270.75,0.58,15.95,6.4060629e-08
90000.0,270.54999999999995,0.57,15.917,6.3760915e-08
93600.0,270.25,0.64,14.894,5.680047e-08
97200.0,270.95,0.68,16.280001,6.6120016e-08
100800.0,271.34999999999997,0.7,15.29,5.9551081e-08
104400.0,271.15,0.69,20.280001,9.3468877e-08
108000.0,271.45,0.68,13.210999,4.5493213e-08
111600.0,270.54999999999995,0.81,12.65,4.1727471e-08
115200.0,271.54999999999995,0.67,22.040001,1.0515598e-07
118800.0,271.25,0.67,12.551,4.1067963e-08
122400.0,271.84999999999997,0.73,20.76,9.6695913e-08
126000.0,271.65,0.72,16.440001,6.7522642e-08
129600.0,272.54999999999995,0.64,27.960001,1.456917e-07
133200.0,272.45,0.64,20.119999,9.2713179e-08
136800.0,272.54999999999995,0.65,23.48,1.1555093e-07
140400.0,272.84999999999997,0.59,19.639999,8.9445756e-08
144000.0,272.95,0.57,13.31,4.6397766e-08
147600.0,272.75,0.63,13.376,4.6861292e-08
151200.0,272.95,0.64,19.639999,8.949872e-08
154800.0,272.45,0.73,22.52,1.0917945e-07
158400.0,271.25,0.95,19.799999,9.0508088e-08
162000.0,271.65,0.92,24.76,1.238196e-07
165600.0,271.65,0.96,21.24,1.0006969e-07
169200.0,272.45,0.95,30.52,1.630715e-07
172800.0,273.15,0.9,30.360001,1.6237016e-07
176400.0,273.65,0.88,36.439999,2.0416763e-07
180000.0,273.95,0.83,35.639999,1.9900575e-07
183600.0,274.34999999999997,0.76,36.599998,2.0574375e-07
187200.0,273.75,0.84,36.920002,2.0817605e-07
190800.0,274.95,0.7,32.919998,1.8048328e-07
194400.0,274.15,0.79,27.639999,1.4492464e-07
198000.0,273.84999999999997,0.82,28.92,1.5333862e-07
201600.0,273.84999999999997,0.83,29.24,1.5538984e-07
205200.0,274.45,0.68,31.48,1.706965e-07
208800.0,273.54999999999995,0.84,35.16,1.9618936e-07
212400.0,273.04999999999995,0.93,36.119999,2.0222416e-07
216000.0,274.25,0.71,31.0,1.6702168e-07
219600.0,273.04999999999995,0.86,29.24,1.5557299e-07
223200.0,272.75,0.91,30.360001,1.6265867e-07
226800.0,272.84999999999997,0.92,31.48,1.7014293e-07
230400.0,272.15,0.94,22.84,1.1132738e-07
234000.0,272.25,0.95,21.08,9.913046e-08
237600.0,272.04999999999995,0.93,14.63,5.5292841e-08
241200.0,271.15,0.93,15.48,6.1037554e-08
244800.0,270.75,0.94,13.4,4.6774424e-08
248400.0,271.25,0.93,13.112,4.4768733e-08
252000.0,271.54999999999995,0.94,13.574,4.7968229e-08
255600.0,272.84999999999997,0.82,13.409,4.6891188e-08
259200.0,272.75,0.79,26.68,1.3749001e-07
262800.0,271.95,0.83,28.6,1.5052677e-07
266400.0,271.54999999999995,0.88,23.16,1.1320535e-07
270000.0,271.45,0.9,23.48,1.1524278e-07
273600.0,272.04999999999995,0.9,28.439999,1.488619e-07
277200.0,271.54999999999995,0.92,13.177999,4.5390735e-08
280800.0,271.45,0.94,15.62,6.1897182e-08
284400.0,271.45,0.93,13.805,4.9564093e-08
288000.0,271.54999999999995,0.94,12.815,4.2846988e-08
291600.0,271.34999999999997,0.94,12.782,4.2635754e-08
295200.0,271.54999999999995,0.94,14.267,5.2683074e-08
298800.0,271.95,0.93,14.993,5.7641749e-08
302400.0,272.25,0.91,14.333,5.3225538e-08
306000.0,272.54999999999995,0.87,14.762,5.6190583e-08
309600.0,272.25,0.91,16.214001,6.6124507e-08
313200.0,271.54999999999995,0.95,16.214001,6.6065766e-08
316800.0,272.25,0.96,16.346001,6.6824526e-08
320400.0,272.25,0.95,16.214001,6.6065766e-08
324000.0,272.15,0.95,34.68,1.9165465e-07
327600.0,272.15,0.95,36.920002,2.0682776e-07
331200.0,272.04999999999995,0.95,15.521,6.1334426e-08
334800.0,271.75,0.94,14.96,5.7503087e-08
338400.0,271.65,0.93,16.544001,6.8208855e-08
342000.0,271.54999999999995,0.94,16.709,6.9308783e-08
345600.0,271.25,0.96,16.709,6.9288191e-08
349200.0,271.04999999999995,0.95,16.181,6.5646084e-08
352800.0,271.04999999999995,0.9,16.082001,6.493611e-08
356400.0,270.54999999999995,0.95,14.927,5.7108807e-08
360000.0,270.54999999999995,0.91,15.257,5.9256816e-08
363600.0,270.34999999999997,0.89,15.521,6.1043252e-08
367200.0,270.25,0.87,14.894,5.6766581e-08
370800.0,269.95,0.83,15.059,5.7865158e-08
374400.0,269.54999999999995,0.86,15.026,5.7590409e-08
378000.0,270.04999999999995,0.88,15.686,6.1974291e-08
381600.0,269.75,0.87,15.191,5.8722481e-08
385200.0,269.34999999999997,0.94,26.84,1.3730805e-07
388800.0,269.15,0.87,14.894,5.659707e-08
392400.0,269.25,0.89,15.587,6.1232946e-08
396000.0,269.34999999999997,0.9,15.092,5.791474e-08
399600.0,268.84999999999997,0.82,15.323,5.9489629e-08
403200.0,269.15,0.78,14.663,5.4957074e-08
406800.0,268.75,0.77,15.224,5.8786867e-08
410400.0,268.25,0.77,14.333,5.2719532e-08
414000.0,267.84999999999997,0.71,14.3,5.2418592e-08
417600.0,267.34999999999997,0.78,14.63,5.4570545e-08
421200.0,267.25,0.78,14.63,5.4488325e-08
424800.0,266.95,0.75,14.861,5.6019601e-08
428400.0,266.54999999999995,0.76,13.376,4.6028205e-08
432000.0,266.54999999999995,0.73,24.76,1.2208531e-07
435600.0,266.04999999999995,0.72,26.200001,1.3171307e-07
439200.0,265.84999999999997,0.75,12.881,4.2598405e-08
442800.0,265.34999999999997,0.77,14.663,5.4461658e-08
446400.0,263.95,0.82,12.254,3.8331091e-08
450000.0,264.04999999999995,0.82,12.254,3.8167812e-08
453600.0,263.04999999999995,0.84,15.0,5.6399998e-08
457200.0,262.84999999999997,0.85,11.264,3.1513903e-08
460800.0,263.15,0.83,13.4,4.5615554e-08
464400.0,263.15,0.82,15.16,5.7303549e-08
468000.0,263.15,0.88,11.297,3.174193e-08
471600.0,263.15,0.89,14.52,5.3068643e-08
475200.0,263.15,0.9,11.66,3.4143916e-08
478800.0,263.04999999999995,0.9,12.92,4.2481382e-08
482400.0,264.84999999999997,0.9,13.046,4.3301846e-08
486000.0,264.95,0.9,13.343,4.5516291e-08
489600.0,264.95,0.91,13.177999,4.4432323e-08
493200.0,264.84999999999997,0.9,13.541,4.6847557e-08
496800.0,264.54999999999995,0.89,13.673,4.7711289e-08
500400.0,264.65,0.91,13.739,4.8106273e-08
504000.0,264.15,0.93,13.706,4.790158e-08
507600.0,264.34999999999997,0.92,13.805,4.8485632e-08
511200.0,264.34999999999997,0.93,13.904,4.9172751e-08
514800.0,264.25,0.93,13.772,4.8296087e-08
518400.0,264.15,0.94,14.036,5.0034132e-08
522000.0,264.45,0.93,13.838,4.8704663e-08
525600.0,264.75,0.92,13.97,4.9626223e-08
529200.0,264.84999999999997,0.9,13.376,4.5721855e-08
532800.0,264.84999999999997,0.89,13.937,4.9467289e-08
536400.0,264.95,0.86,13.508,4.6613788e-08
540000.0,264.84999999999997,0.85,13.277,4.5091024e-08
543600.0,265.04999999999995,0.83,13.871,4.9028287e-08
547200.0,264.84999999999997,0.84,13.64,4.7520729e-08
550800.0,265.15,0.85,14.036,5.0125788e-08
554400.0,265.04999999999995,0.86,14.069,5.03913e-08
558000.0,264.95,0.86,14.465,5.3011568e-08
561600.0,265.34999999999997,0.88,14.168,5.1019327e-08
565200.0,264.95,0.85,14.3,5.1960811e-08
568800.0,264.04999999999995,0.86,14.3,5.1897594e-08
572400.0,263.95,0.89,14.399,5.2412183e-08
576000.0,263.65,0.87,14.201,5.1082779e-08
579600.0,263.65,0.86,14.366,5.2129408e-08
583200.0,262.84999999999997,0.87,14.267,5.1473318e-08
586800.0,263.15,0.88,14.234,5.1129089e-08
590400.0,262.75,0.9,14.465,5.2704706e-08
594000.0,261.75,0.89,14.135,5.0459107e-08
597600.0,263.34999999999997,0.9,14.069,4.9869239e-08
601200.0,263.34999999999997,0.87,13.97,4.9459587e-08
604800.0,263.34999999999997,0.85,14.135,5.0552067e-08
608400.0,263.25,0.81,13.937,4.9241088e-08
612000.0,264.54999999999995,0.76,14.234,5.1191865e-08
615600.0,265.15,0.7,14.036,5.0079965e-08
619200.0,264.75,0.68,14.069,5.03913e-08
622800.0,264.84999999999997,0.7,13.97,4.9671648e-08
626400.0,264.54999999999995,0.65,14.036,5.0125788e-08
630000.0,264.04999999999995,0.65,13.871,4.898347e-08
633600.0,263.75,0.66,14.201,5.1098397e-08
637200.0,263.75,0.64,14.432,5.2582891e-08
640800.0,263.75,0.61,13.97,4.9520196e-08
644400.0,263.65,0.62,14.168,5.0832782e-08
648000.0,263.15,0.64,13.937,4.9286346e-08
651600.0,263.15,0.65,14.333,5.1831258e-08
655200.0,263.04999999999995,0.64,14.366,5.2049618e-08
658800.0,263.04999999999995,0.64,14.234,5.1160477e-08
662400.0,262.65,0.6,14.3,5.1597066e-08
666000.0,262.75,0.58,14.333,5.1751776e-08
669600.0,262.65,0.56,14.234,5.1113389e-08
673200.0,261.34999999999997,0.64,14.3,5.1533746e-08
676800.0,260.45,0.71,14.102,5.0024891e-08
680400.0,260.84999999999997,0.74,14.696,5.3783786e-08
684000.0,261.34999999999997,0.66,13.838,4.8213085e-08
687600.0,260.95,0.68,14.102,5.0024891e-08
691200.0,263.25,0.62,14.762,5.4300859e-08
694800.0,263.75,0.64,14.3,5.1628721e-08
698400.0,263.65,0.59,14.036,4.9957723e-08
702000.0,263.54999999999995,0.6,13.904,4.9067651e-08
705600.0,263.54999999999995,0.6,14.102,5.0364413e-08
709200.0,263.25,0.59,13.871,4.8834004e-08
712800.0,263.75,0.61,13.97,4.9444431e-08
716400.0,262.15,0.6,14.168,5.0832782e-08
720000.0,263.75,0.56,13.838,4.8406879e-08
723600.0,263.15,0.61,14.234,5.1270309e-08
727200.0,263.04999999999995,0.62,14.069,5.008436e-08
730800.0,262.75,0.63,14.465,5.2688545e-08
734400.0,263.75,0.6,14.102,5.0241013e-08
738000.0,263.65,0.65,14.069,5.0176489e-08
741600.0,263.84999999999997,0.64,14.234,5.125462e-08
745200.0,264.84999999999997,0.65,14.036,4.9973007e-08
748800.0,263.95,0.68,13.673,4.7711289e-08
752400.0,265.54999999999995,0.65,13.772,4.8237109e-08
756000.0,265.65,0.65,13.904,4.9352796e-08
759600.0,265.84999999999997,0.64,13.871,4.9147758e-08
763200.0,266.04999999999995,0.68,14.036,5.0278459e-08
766800.0,265.54999999999995,0.73,14.663,5.449472e-08
770400.0,266.34999999999997,0.69,13.673,4.7813021e-08
774000.0,265.84999999999997,0.7,13.937,4.9693245e-08
777600.0,266.84999999999997,0.72,13.772,4.8517109e-08
781200.0,267.04999999999995,0.73,13.277,4.5351779e-08
784800.0,267.04999999999995,0.71,13.31,4.5600178e-08
788400.0,266.54999999999995,0.74,14.003,5.0240551e-08
792000.0,266.45,0.77,12.914001,4.2883634e-08
795600.0,265.84999999999997,0.78,15.224,5.8310505e-08
799200.0,266.75,0.72,13.706,4.8076775e-08
802800.0,268.25,0.7,15.95,6.3220412e-08
806400.0,267.95,0.68,13.210999,4.5100151e-08
810000.0,268.75,0.67,15.521,6.0569398e-08
813600.0,267.45,0.65,13.805,4.9165859e-08
817200.0,266.84999999999997,0.62,15.323,5.915075e-08
820800.0,266.54999999999995,0.57,15.752,6.1914513e-08
824400.0,266.95,0.57,13.871,4.9282082e-08
828000.0,266.95,0.57,13.64,4.7795432e-08
831600.0,266.54999999999995,0.59,13.541,4.7132719e-08
835200.0,266.65,0.57,14.168,5.1267808e-08
838800.0,266.54999999999995,0.57,13.739,4.841419e-08
842400.0,266.54999999999995,0.56,14.234,5.170908e-08
846000.0,266.54999999999995,0.56,13.673,4.7958267e-08
849600.0,266.54999999999995,0.56,13.838,4.9061448e-08
853200.0,266.45,0.55,13.904,4.950272e-08
856800.0,266.54999999999995,0.56,13.706,4.8164313e-08
860400.0,266.54999999999995,0.57,13.442,4.6413813e-08
864000.0,266.45,0.57,13.508,4.6855085e-08
867600.0,266.54999999999995,0.57,13.904,4.9487731e-08
871200.0,266.45,0.6,14.135,5.104717e-08
874800.0,266.54999999999995,0.62,13.838,4.9046594e-08
878400.0,266.34999999999997,0.63,14.003,5.0164626e-08
882000.0,266.54999999999995,0.63,14.201,5.1457263e-08
885600.0,266.54999999999995,0.62,13.805,4.8840811e-08
889200.0,266.54999999999995,0.65,13.838,4.9061448e-08
892800.0,266.84999999999997,0.68,14.168,5.1267808e-08
896400.0,266.84999999999997,0.68,13.904,4.9547673e-08
900000.0,266.54999999999995,0.86,13.376,4.6014289e-08
903600.0,266.95,0.89,13.541,4.7075719e-08
907200.0,267.45,0.86,14.069,5.0667172e-08
910800.0,267.84999999999997,0.82,13.871,4.9416318e-08
914400.0,268.34999999999997,0.82,13.475,4.6817902e-08
918000.0,268.65,0.8,14.036,5.0659658e-08
921600.0,268.15,0.79,14.267,5.2259622e-08
925200.0,268.25,0.81,14.432,5.3289639e-08
928800.0,268.25,0.79,14.531,5.3970989e-08
932400.0,268.75,0.78,14.564,5.4192761e-08
936000.0,268.75,0.78,14.333,5.2719532e-08
939600.0,268.65,0.75,14.762,5.5606886e-08
943200.0,268.75,0.78,15.191,5.8476679e-08
946800.0,268.34999999999997,0.8,14.795,5.5828991e-08
950400.0,267.45,0.81,14.597,5.4430899e-08
954000.0,267.25,0.79,14.531,5.384106e-08
957600.0,265.84999999999997,0.83,14.168,5.1376428e-08
961200.0,264.95,0.87,14.036,5.0278459e-08
964800.0,264.45,0.88,14.795,5.5191094e-08
968400.0,264.34999999999997,0.88,14.201,5.116085e-08
972000.0,264.34999999999997,0.9,13.607,4.720026e-08
975600.0,263.95,0.91,13.376,4.5666102e-08
979200.0,264.04999999999995,0.91,14.036,4.9988291e-08
982800.0,264.04999999999995,0.91,14.432,5.2631147e-08
986400.0,263.75,0.91,14.234,5.1317361e-08
990000.0,264.04999999999995,0.91,13.904,4.9082669e-08
993600.0,264.95,0.91,15.818,6.182767e-08
997200.0,264.34999999999997,0.88,15.653,6.0899829e-08
1000800.0,264.84999999999997,0.88,15.059,5.684354e-08
1004400.0,265.04999999999995,0.87,15.455,5.9564282e-08
1008000.0,265.34999999999997,0.84,14.3,5.19134e-08
1011600.0,264.95,0.81,14.663,5.4378987e-08
1015200.0,265.75,0.82,14.795,5.5191094e-08
1018800.0,265.65,0.79,15.092,5.7306444e-08
1022400.0,266.34999999999997,0.75,13.97,4.9807863e-08
1026000.0,266.54999999999995,0.78,14.762,5.5205806e-08
1029600.0,267.34999999999997,0.85,14.861,5.5901165e-08
1033200.0,267.95,0.83,14.498,5.3603646e-08
1036800.0,267.84999999999997,0.88,14.234,5.1928136e-08
1040400.0,268.54999999999995,0.86,14.663,5.479205e-08
1044000.0,268.65,0.71,14.498,5.3797724e-08
1047600.0,267.75,0.75,14.663,5.4924076e-08
1051200.0,266.84999999999997,0.74,15.323,5.9204289e-08
1054800.0,266.34999999999997,0.74,13.475,4.6676799e-08
1058400.0,267.34999999999997,0.66,13.772,4.8590731e-08
1062000.0,267.65,0.64,13.673,4.8074387e-08
1065600.0,268.45,0.64,13.97,5.0110248e-08
1069200.0,267.15,0.67,14.102,5.11187e-08
1072800.0,265.84999999999997,0.75,13.277,4.539292e-08
1076400.0,265.25,0.78,13.277,4.5214584e-08
1080000.0,265.45,0.78,13.838,4.8868266e-08
1083600.0,264.65,0.82,13.013,4.3400469e-08
1087200.0,264.75,0.86,13.607,4.7243482e-08
1090800.0,264.75,0.87,13.013,4.3308091e-08
1094400.0,264.65,0.87,13.772,4.8355052e-08
1098000.0,264.65,0.9,13.475,4.6366015e-08
1101600.0,264.95,0.91,13.97,4.965651e-08
1105200.0,266.04999999999995,0.9,13.376,4.5749726e-08
1108800.0,266.84999999999997,0.9,13.177999,4.4581125e-08
1112400.0,267.04999999999995,0.9,13.574,4.7339309e-08
1116000.0,267.95,0.9,13.112,4.4274358e-08
1119600.0,267.95,0.9,12.485,4.0184887e-08
1123200.0,268.15,0.9,13.112,4.4394731e-08
1126800.0,268.15,0.91,13.409,4.6416808e-08
1130400.0,268.15,0.92,12.848,4.2647834e-08
1134000.0,268.25,0.94,12.947001,4.3312948e-08
1137600.0,268.65,0.94,13.177999,4.487838e-08
1141200.0,268.65,0.94,13.343,4.6042565e-08
1144800.0,268.95,0.92,12.947001,4.3378112e-08
1148400.0,269.34999999999997,0.91,12.518,4.0528107e-08
1152000.0,269.65,0.91,12.419,3.9909228e-08
1155600.0,269.84999999999997,0.93,11.759,3.5491006e-08
1159200.0,270.04999999999995,0.94,11.627,3.4620896e-08
1162800.0,270.25,0.95,17.719999,7.5810171e-08
1166400.0,271.25,0.94,12.782,4.2470958e-08
1170000.0,272.65,0.91,14.795,5.6247732e-08
1173600.0,273.04999999999995,0.8,19.639999,8.9472238e-08
1177200.0,273.04999999999995,0.77,13.937,5.0699601e-08
1180800.0,273.34999999999997,0.69,14.102,5.182444e-08
1184400.0,272.34999999999997,0.7,12.716,4.2413358e-08
1188000.0,271.95,0.69,14.597,5.5084726e-08
1191600.0,271.65,0.68,14.564,5.4795191e-08
1195200.0,270.54999999999995,0.74,14.432,5.3850258e-08
1198800.0,271.84999999999997,0.7,13.31,4.6081869e-08
1202400.0,270.75,0.71,12.353,3.9759559e-08
1206000.0,269.54999999999995,0.77,13.409,4.6779672e-08
1209600.0,269.65,0.74,13.508,4.7280192e-08
1213200.0,269.95,0.72,12.056,3.7495347e-08
1216800.0,269.25,0.67,11.858,3.619158e-08
1220400.0,268.75,0.72,11.99,3.7005577e-08
1224000.0,267.65,0.72,11.627,3.4506961e-08
1227600.0,266.84999999999997,0.78,16.76,6.8826125e-08
1231200.0,266.65,0.84,12.254,3.8505849e-08
1234800.0,266.65,0.87,12.914001,4.289662e-08
1238400.0,266.95,0.87,12.518,4.0248182e-08
1242000.0,266.54999999999995,0.89,12.584,4.0726526e-08
1245600.0,266.25,0.9,12.815,4.2221728e-08
1249200.0,266.04999999999995,0.91,12.716,4.1522068e-08
1252800.0,266.04999999999995,0.91,13.112,4.4140521e-08
1256400.0,265.45,0.92,12.815,4.2157804e-08
1260000.0,264.95,0.91,13.112,4.4060172e-08
1263600.0,264.84999999999997,0.92,13.343,4.5530157e-08
1267200.0,264.34999999999997,0.92,12.683,4.1126292e-08
1270800.0,264.25,0.93,13.177999,4.4351111e-08
1274400.0,264.95,0.94,13.244,4.4775771e-08
1278000.0,264.95,0.93,13.046,4.3554056e-08
1281600.0,265.04999999999995,0.93,13.508,4.6627992e-08
1285200.0,264.25,0.92,13.673,4.7740361e-08
1288800.0,263.75,0.92,13.31,4.5213966e-08
1292400.0,264.04999999999995,0.93,12.749,4.1425931e-08
1296000.0,264.04999999999995,0.93,12.683,4.102602e-08
1299600.0,263.65,0.93,13.805,4.847082e-08
1303200.0,263.75,0.92,14.003,4.9723742e-08
1306800.0,263.04999999999995,0.92,14.003,4.9738961e-08
1310400.0,263.34999999999997,0.92,13.97,4.9414115e-08
1314000.0,263.15,0.9,13.937,4.9241088e-08
1317600.0,263.34999999999997,0.88,13.937,4.9210911e-08
1321200.0,262.84999999999997,0.88,13.772,4.8148607e-08
1324800.0,263.54999999999995,0.9,13.210999,4.4366086e-08
1328400.0,262.54999999999995,0.87,13.013,4.3149623e-08
1332000.0,262.65,0.88,14.267,5.1299953e-08
1335600.0,262.54999999999995,0.86,13.871,4.8699391e-08
1339200.0,262.54999999999995,0.83,13.97,4.9338311e-08
1342800.0,262.15,0.85,13.772,4.8030547e-08
1346400.0,262.15,0.84,13.112,4.3617643e-08
1350000.0,262.65,0.86,13.177999,4.4053028e-08
1353600.0,262.54999999999995,0.83,13.541,4.6519116e-08
1357200.0,262.25,0.84,13.343,4.5197062e-08
1360800.0,262.54999999999995,0.85,13.177999,4.4066589e-08
1364400.0,262.84999999999997,0.82,13.64,4.7158707e-08
1368000.0,262.84999999999997,0.8,13.706,4.7638505e-08
1371600.0,263.25,0.74,13.574,4.6765862e-08
1375200.0,263.75,0.7,13.574,4.6823281e-08
1378800.0,264.34999999999997,0.7,13.376,4.5582446e-08
1382400.0,265.95,0.59,13.574,4.6981096e-08
1386000.0,266.25,0.61,13.244,4.5008075e-08
1389600.0,266.45,0.59,13.607,4.7473833e-08
1393200.0,266.04999999999995,0.61,13.046,4.375293e-08
1396800.0,266.34999999999997,0.56,13.409,4.612324e-08
1400400.0,266.34999999999997,0.58,13.805,4.8811234e-08
1404000.0,266.34999999999997,0.55,13.046,4.3739679e-08
1407600.0,266.04999999999995,0.56,13.475,4.660621e-08
1411200.0,266.25,0.53,13.376,4.5902937e-08
1414800.0,265.95,0.54,13.541,4.7032959e-08
1418400.0,265.84999999999997,0.57,13.541,4.6990191e-08
1422000.0,265.84999999999997,0.56,13.210999,4.4774247e-08
1425600.0,265.84999999999997,0.55,13.64,4.7636437e-08
1429200.0,265.45,0.56,13.607,4.7416268e-08
1432800.0,265.65,0.55,14.069,5.0437304e-08
1436400.0,265.45,0.55,14.3,5.2008211e-08
1440000.0,265.34999999999997,0.58,14.234,5.1536809e-08
1443600.0,265.25,0.59,14.201,5.1301306e-08
1447200.0,265.45,0.57,14.63,5.4142681e-08
1450800.0,265.54999999999995,0.6,14.828,5.5495029e-08
1454400.0,265.84999999999997,0.61,15.521,6.0131221e-08
1458000.0,266.15,0.61,15.422,5.9525529e-08
1461600.0,266.34999999999997,0.62,15.884,6.2664895e-08
1465200.0,266.45,0.67,15.653,6.1159376e-08
1468800.0,267.04999999999995,0.66,14.927,5.632538e-08
1472400.0,266.54999999999995,0.82,15.356,5.9300319e-08
1476000.0,267.75,0.87,15.521,6.0313887e-08
1479600.0,268.45,0.79,15.488,6.0311478e-08
1483200.0,268.95,0.75,14.894,5.6444406e-08
1486800.0,268.34999999999997,0.87,14.828,5.6084758e-08
1490400.0,269.15,0.84,14.663,5.4874576e-08
1494000.0,269.15,0.88,14.135,5.1448616e-08
1497600.0,269.84999999999997,0.85,13.937,5.0114387e-08
1501200.0,270.04999999999995,0.77,14.531,5.4230625e-08
1504800.0,270.04999999999995,0.73,14.663,5.5154945e-08
1508400.0,270.25,0.7,14.465,5.3817118e-08
1512000.0,270.25,0.74,13.97,5.0502713e-08
1515600.0,270.25,0.78,13.31,4.6040626e-08
1519200.0,268.04999999999995,0.77,13.706,4.871788e-08
1522800.0,267.25,0.79,14.399,5.3051963e-08
1526400.0,266.84999999999997,0.8,14.861,5.6019601e-08
1530000.0,268.25,0.75,14.069,5.0651856e-08
1533600.0,266.95,0.71,14.333,5.2640363e-08
1537200.0,266.65,0.72,14.036,5.0446271e-08
1540800.0,268.65,0.62,14.234,5.1724733e-08
1544400.0,269.54999999999995,0.5,14.894,5.6478342e-08
1548000.0,269.04999999999995,0.47,14.894,5.6630981e-08
1551600.0,269.04999999999995,0.47,14.696,5.5212364e-08
1555200.0,268.65,0.47,14.069,5.0988579e-08
1558800.0,268.75,0.52,13.772,4.8929056e-08
1562400.0,268.65,0.53,14.498,5.3830053e-08
1566000.0,268.54999999999995,0.55,14.564,5.4257963e-08
1569600.0,268.65,0.6,14.663,5.4907577e-08
1573200.0,268.84999999999997,0.6,14.234,5.2037585e-08
1576800.0,269.34999999999997,0.65,14.861,5.6290098e-08
1580400.0,268.15,0.67,13.904,4.9921933e-08
1584000.0,269.25,0.61,14.498,5.373305e-08
1587600.0,268.84999999999997,0.59,13.442,4.6792845e-08
1591200.0,268.65,0.6,13.508,4.7181079e-08
1594800.0,268.65,0.61,13.937,5.0039244e-08
1598400.0,268.84999999999997,0.61,13.739,4.8707019e-08
1602000.0,268.65,0.61,14.366,5.2957532e-08
1605600.0,268.95,0.57,14.432,5.336981e-08
1609200.0,268.75,0.59,13.673,4.8306433e-08
1612800.0,268.95,0.58,13.937,5.0054275e-08
1616400.0,268.84999999999997,0.6,14.663,5.4973569e-08
1620000.0,268.75,0.59,14.696,5.5179243e-08
1623600.0,268.65,0.62,15.191,5.8494244e-08
1627200.0,268.75,0.61,16.313,6.6025969e-08
1630800.0,269.25,0.61,15.125,5.8050038e-08
1634400.0,269.65,0.62,15.356,5.9694244e-08
1638000.0,269.75,0.72,15.554,6.1102028e-08
1641600.0,270.34999999999997,0.7,15.554,6.1120311e-08
1645200.0,270.75,0.68,15.455,6.0560488e-08
1648800.0,270.95,0.67,15.488,6.085623e-08
1652400.0,271.84999999999997,0.62,14.696,5.5526808e-08
1656000.0,271.34999999999997,0.63,14.201,5.2313062e-08
1659600.0,271.25,0.63,14.432,5.3802257e-08
1663200.0,271.65,0.62,15.323,5.9828054e-08
1666800.0,271.65,0.61,14.63,5.5194477e-08
1670400.0,270.95,0.73,15.356,6.0123284e-08
1674000.0,270.15,0.86,14.762,5.5973949e-08
1677600.0,270.54999999999995,0.81,14.234,5.2271936e-08
1681200.0,270.25,0.79,15.158,5.8586906e-08
1684800.0,270.54999999999995,0.76,15.521,6.0988619e-08
1688400.0,270.84999999999997,0.75,15.191,5.8810208e-08
1692000.0,270.54999999999995,0.73,15.191,5.8862828e-08
1695600.0,270.75,0.71,15.092,5.8140294e-08
1699200.0,270.95,0.73,15.323,5.9739044e-08
1702800.0,270.84999999999997,0.73,15.026,5.7762513e-08
1706400.0,270.95,0.74,14.696,5.551027e-08
1710000.0,270.95,0.79,14.894,5.6868231e-08
1713600.0,271.15,0.76,15.092,5.8209654e-08
1717200.0,271.15,0.79,14.894,5.6902106e-08
1720800.0,271.25,0.79,14.894,5.6902106e-08
1724400.0,271.45,0.81,14.102,5.154855e-08
1728000.0,271.04999999999995,0.89,14.3,5.2922644e-08
1731600.0,271.54999999999995,0.89,14.696,5.5543346e-08
1735200.0,272.15,0.89,14.861,5.6745868e-08
1738800.0,272.15,0.9,14.96,5.7520143e-08
1742400.0,272.34999999999997,0.88,14.795,5.6398296e-08
1746000.0,272.75,0.87,14.498,5.4411224e-08
1749600.0,273.04999999999995,0.87,14.498,5.4475706e-08
1753200.0,273.54999999999995,0.85,13.376,4.6875144e-08
1756800.0,274.04999999999995,0.85,13.177999,4.5592603e-08
1760400.0,274.65,0.83,13.673,4.9044342e-08
1764000.0,274.95,0.82,13.31,4.6644637e-08
1767600.0,275.04999999999995,0.81,12.056,3.8088992e-08
1771200.0,274.45,0.88,12.452,4.0815735e-08
1774800.0,274.95,0.85,16.92,7.132914e-08
