Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
0,266.95,0.89,11.99,15.8,3.843e-08,6.510000000000001e-08,0.1,3.0,0.0666
3600,267.75,0.79,11.99,15.8,3.843e-08,6.510000000000001e-08,0.0,3.0,0.0
7200,268.45,0.81,11.99,15.8,3.843e-08,6.510000000000001e-08,0.3,3.0,0.19979999999999998
10800,268.45,0.91,12.089,16.28,3.9123e-08,6.846e-08,0.4,3.3,0.29304
14400,268.04999999999995,0.9,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
18000,268.15,0.92,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.6,1.9,0.25307999999999997
21600,268.84999999999997,0.95,11.957,15.64,3.8199e-08,6.398000000000001e-08,0.8,2.9,0.5150399999999999
25200,268.65,0.95,12.023,15.96,3.8661e-08,6.622000000000001e-08,0.2,3.1,0.13764
28800,268.54999999999995,0.92,11.825,15.0,3.7275e-08,5.95e-08,0.0,2.5,0.0
32400,268.34999999999997,0.93,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0.1,1.8,0.03996
36000,268.75,0.94,12.452,18.04,4.1664e-08,8.078e-08,0.9,4.4,0.8791200000000001
39600,267.84999999999997,0.91,11.99,15.8,3.843e-08,6.510000000000001e-08,0.0,3.0,0.0
43200,268.34999999999997,0.94,11.792,14.84,3.7044e-08,5.838e-08,0.4,2.4,0.21312
46800,267.65,0.96,11.792,14.84,3.7044e-08,5.838e-08,0.4,2.4,0.21312
50400,268.04999999999995,0.96,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0.2,2.2,0.09768000000000002
54000,268.45,0.96,11.957,15.64,3.8199e-08,6.398000000000001e-08,0.4,2.9,0.25751999999999997
57600,268.84999999999997,0.94,12.122,16.44,3.9353999999999996e-08,6.958e-08,0.0,3.4,0.0
61200,268.84999999999997,0.89,12.419,17.88,4.1433000000000004e-08,7.965999999999999e-08,0.0,4.3,0.0
64800,268.25,0.89,12.452,18.04,4.1664e-08,8.078e-08,0.0,4.4,0.0
68400,267.75,0.91,12.089,16.28,3.9123e-08,6.846e-08,0.0,3.3,0.0
72000,267.95,0.92,12.286999999999999,17.240000000000002,4.0508999999999996e-08,7.518e-08,0.0,3.9,0.0
75600,267.34999999999997,0.92,12.221,16.92,4.0047e-08,7.294000000000002e-08,0.0,3.7,0.0
79200,265.95,0.92,11.759,14.68,3.6813e-08,5.726e-08,0.0,2.3,0.0
82800,265.95,0.92,11.561,13.72,3.5427e-08,5.054e-08,0.0,1.7,0.0
86400,266.15,0.92,11.693,14.36,3.6351e-08,5.502e-08,0.0,2.1,0.0
90000,266.75,0.92,11.957,15.64,3.8199e-08,6.398000000000001e-08,0.0,2.9,0.0
93600,266.54999999999995,0.91,11.693,14.36,3.6351e-08,5.502e-08,0.0,2.1,0.0
97200,266.75,0.81,11.891,15.32,3.7737e-08,6.174e-08,0.0,2.7,0.0
100800,266.95,0.74,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
104400,267.65,0.7,11.66,14.2,3.612e-08,5.39e-08,0.0,2.0,0.0
108000,269.04999999999995,0.54,12.518,18.36,4.2125999999999996e-08,8.302e-08,0.0,4.6,0.0
111600,268.84999999999997,0.55,12.683,19.16,4.3280999999999996e-08,8.862e-08,0.0,5.1,0.0
115200,268.75,0.54,12.485,18.2,4.1895e-08,8.19e-08,0.0,4.5,0.0
118800,268.75,0.56,12.98,20.6,4.5360000000000004e-08,9.87e-08,0.0,6.0,0.0
122400,268.45,0.58,13.343,22.36,4.7901e-08,1.1102e-07,0.1,7.1,0.15761999999999998
126000,268.45,0.61,13.574,23.48,4.9518e-08,1.1886e-07,0.1,7.8,0.17316
129600,268.45,0.63,13.574,23.48,4.9518e-08,1.1886e-07,0.0,7.8,0.0
133200,268.34999999999997,0.65,13.673,23.96,5.0211e-08,1.2222e-07,0.1,8.1,0.17982
136800,268.34999999999997,0.65,13.706,24.119999999999997,5.0441999999999996e-08,1.2334e-07,0.0,8.2,0.0
140400,268.54999999999995,0.63,13.607,23.64,4.9749e-08,1.1998e-07,0.1,7.9,0.17538
144000,268.84999999999997,0.57,13.079,21.08,4.6053e-08,1.0206e-07,0.0,6.3,0.0
147600,269.04999999999995,0.57,12.617,18.84,4.2819e-08,8.638e-08,0.0,4.9,0.0
151200,268.84999999999997,0.61,12.947,20.44,4.5129e-08,9.758e-08,0.0,5.9,0.0
154800,268.84999999999997,0.6,13.64,23.8,4.998e-08,1.211e-07,0.0,8.0,0.0
158400,269.25,0.57,13.079,21.08,4.6053e-08,1.0206e-07,0.0,6.3,0.0
162000,269.15,0.57,13.244,21.880000000000003,4.7207999999999995e-08,1.0766e-07,0.0,6.8,0.0
165600,269.54999999999995,0.55,12.749,19.48,4.3743000000000003e-08,9.086e-08,0.0,5.3,0.0
169200,269.54999999999995,0.57,12.847999999999999,19.96,4.4435999999999995e-08,9.421999999999999e-08,0.0,5.6,0.0
172800,269.34999999999997,0.59,12.749,19.48,4.3743000000000003e-08,9.086e-08,0.0,5.3,0.0
176400,269.25,0.62,13.64,23.8,4.998e-08,1.211e-07,0.1,8.0,0.1776
180000,270.15,0.56,13.409,22.68,4.8363e-08,1.1326e-07,0.0,7.3,0.0
183600,269.65,0.62,14.036,25.72,5.2751999999999995e-08,1.3453999999999999e-07,0.0,9.2,0.0
