Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
0,274.95,0.95,12.122,16.44,3.9353999999999996e-08,6.958e-08,0.0,3.4,0.0
3600,277.84999999999997,0.75,12.286999999999999,17.240000000000002,4.0508999999999996e-08,7.518e-08,0.0,3.9,0.0
7200,276.54999999999995,0.79,12.353,17.56,4.0971e-08,7.741999999999999e-08,0.0,4.1,0.0
10800,276.54999999999995,0.71,12.881,20.12,4.4667e-08,9.534e-08,0.0,5.7,0.0
14400,276.04999999999995,0.76,12.914,20.28,4.4897999999999996e-08,9.645999999999999e-08,0.0,5.8,0.0
18000,275.95,0.76,12.122,16.44,3.9353999999999996e-08,6.958e-08,0.0,3.4,0.0
21600,277.84999999999997,0.62,13.211,21.72,4.6977e-08,1.0654e-07,0.0,6.7,0.0
25200,278.15,0.57,13.178,21.560000000000002,4.6746e-08,1.0542e-07,0.0,6.6,0.0
28800,277.45,0.58,12.947,20.44,4.5129e-08,9.758e-08,0.0,5.9,0.0
32400,277.54999999999995,0.6,12.056000000000001,16.12,3.8892e-08,6.734e-08,0.0,3.2,0.0
36000,278.95,0.48,12.286999999999999,17.240000000000002,4.0508999999999996e-08,7.518e-08,0.0,3.9,0.0
39600,279.45,0.46,12.914,20.28,4.4897999999999996e-08,9.645999999999999e-08,0.0,5.8,0.0
43200,279.54999999999995,0.44,13.904,25.080000000000002,5.1828e-08,1.3006000000000001e-07,0.0,8.8,0.0
46800,279.15,0.45,13.838000000000001,24.759999999999998,5.1366e-08,1.2782e-07,0.0,8.6,0.0
50400,278.95,0.44,13.376000000000001,22.520000000000003,4.8132000000000004e-08,1.1214000000000002e-07,0.0,7.2,0.0
54000,278.34999999999997,0.43,13.409,22.68,4.8363e-08,1.1326e-07,0.0,7.3,0.0
57600,277.95,0.43,13.475,23.0,4.8824999999999995e-08,1.155e-07,0.0,7.5,0.0
61200,277.25,0.46,13.64,23.8,4.998e-08,1.211e-07,0.0,8.0,0.0
64800,277.15,0.44,14.531,28.12,5.6217e-08,1.5134e-07,0.0,10.7,0.0
68400,276.54999999999995,0.47,14.597000000000001,28.44,5.667900000000001e-08,1.5358e-07,0.0,10.9,0.0
72000,275.84999999999997,0.45,14.135,26.200000000000003,5.3445e-08,1.379e-07,0.0,9.5,0.0
75600,275.75,0.46,14.531,28.12,5.6217e-08,1.5134e-07,0.0,10.7,0.0
79200,275.54999999999995,0.45,14.366,27.32,5.5061999999999994e-08,1.4574e-07,0.0,10.2,0.0
82800,275.15,0.4,14.432,27.64,5.5524e-08,1.4798e-07,0.0,10.4,0.0
86400,274.75,0.42,14.234,26.68,5.4138e-08,1.4125999999999998e-07,0.0,9.8,0.0
90000,274.45,0.43,14.234,26.68,5.4138e-08,1.4125999999999998e-07,0.0,9.8,0.0
93600,273.95,0.45,13.508,23.16,4.9056e-08,1.1662e-07,0.0,7.6,0.0
97200,274.04999999999995,0.45,13.607,23.64,4.9749e-08,1.1998e-07,0.0,7.9,0.0
100800,273.75,0.46,13.046,20.92,4.5822e-08,1.0094000000000002e-07,0.0,6.2,0.0
104400,273.25,0.48,12.847999999999999,19.96,4.4435999999999995e-08,9.421999999999999e-08,0.0,5.6,0.0
108000,273.04999999999995,0.48,12.188,16.76,3.9816000000000004e-08,7.182e-08,0.0,3.6,0.0
111600,272.65,0.51,11.891,15.32,3.7737e-08,6.174e-08,0.0,2.7,0.0
115200,271.04999999999995,0.61,11.693,14.36,3.6351e-08,5.502e-08,0.0,2.1,0.0
118800,272.25,0.52,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
122400,272.65,0.53,12.155000000000001,16.6,3.9585e-08,7.07e-08,0.0,3.5,0.0
126000,274.65,0.44,12.254,17.08,4.0278e-08,7.406e-08,0.0,3.8,0.0
129600,274.45,0.43,11.792,14.84,3.7044e-08,5.838e-08,0.0,2.4,0.0
133200,274.15,0.42,12.155000000000001,16.6,3.9585e-08,7.07e-08,0.0,3.5,0.0
136800,273.34999999999997,0.45,12.716000000000001,19.32,4.3512e-08,8.974e-08,0.0,5.2,0.0
140400,273.34999999999997,0.45,12.65,19.0,4.305e-08,8.75e-08,0.0,5.0,0.0
144000,272.95,0.46,12.617,18.84,4.2819e-08,8.638e-08,0.0,4.9,0.0
147600,273.15,0.47,12.089,16.28,3.9123e-08,6.846e-08,0.0,3.3,0.0
151200,272.54999999999995,0.49,12.353,17.56,4.0971e-08,7.741999999999999e-08,0.0,4.1,0.0
154800,272.95,0.49,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0.0,2.2,0.0
158400,273.34999999999997,0.49,12.286999999999999,17.240000000000002,4.0508999999999996e-08,7.518e-08,0.0,3.9,0.0
162000,272.84999999999997,0.53,11.957,15.64,3.8199e-08,6.398000000000001e-08,0.0,2.9,0.0
165600,274.15,0.46,12.485,18.2,4.1895e-08,8.19e-08,0.0,4.5,0.0
169200,274.75,0.45,12.749,19.48,4.3743000000000003e-08,9.086e-08,0.0,5.3,0.0
172800,275.25,0.45,12.881,20.12,4.4667e-08,9.534e-08,0.0,5.7,0.0
176400,275.25,0.46,13.112,21.240000000000002,4.6284e-08,1.0318000000000001e-07,0.0,6.4,0.0
180000,275.25,0.47,13.244,21.880000000000003,4.7207999999999995e-08,1.0766e-07,0.0,6.8,0.0
183600,274.95,0.51,13.079,21.08,4.6053e-08,1.0206e-07,0.0,6.3,0.0
187200,275.15,0.5,11.825,15.0,3.7275e-08,5.95e-08,0.0,2.5,0.0
190800,274.54999999999995,0.54,11.66,14.2,3.612e-08,5.39e-08,0.0,2.0,0.0
194400,274.34999999999997,0.6,11.297,12.440000000000001,3.3579e-08,4.158e-08,0.0,0.9,0.0
