Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
0,272.65,0.96,11.957,15.64,3.8199e-08,6.398000000000001e-08,0.1,2.9,0.06437999999999999
3600,273.04999999999995,0.96,11.99,15.8,3.843e-08,6.510000000000001e-08,0.2,3.0,0.1332
7200,273.45,0.97,11.693,14.36,3.6351e-08,5.502e-08,0.2,2.1,0.09324
10800,273.84999999999997,0.97,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
14400,274.15,0.98,11.33,12.6,3.3809999999999996e-08,4.27e-08,0.0,1.0,0.0
18000,273.95,0.97,11.297,12.440000000000001,3.3579e-08,4.158e-08,0.1,0.9,0.01998
21600,274.54999999999995,0.98,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
25200,274.65,0.98,11.429,13.08,3.4503e-08,4.606e-08,0.0,1.3,0.0
28800,273.75,0.97,11.759,14.68,3.6813e-08,5.726e-08,0.4,2.3,0.20423999999999998
32400,274.04999999999995,0.97,11.825,15.0,3.7275e-08,5.95e-08,0.3,2.5,0.1665
36000,274.15,0.98,11.759,14.68,3.6813e-08,5.726e-08,0.3,2.3,0.15317999999999998
39600,274.34999999999997,0.97,11.66,14.2,3.612e-08,5.39e-08,0.1,2.0,0.0444
43200,274.45,0.96,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0.0,2.2,0.0
46800,274.45,0.97,11.759,14.68,3.6813e-08,5.726e-08,0.0,2.3,0.0
50400,274.34999999999997,0.98,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0.0,1.8,0.0
54000,275.15,0.98,11.495000000000001,13.4,3.4965e-08,4.83e-08,0.0,1.5,0.0
57600,274.75,0.99,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0.0,1.8,0.0
61200,274.95,0.99,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0.0,2.2,0.0
64800,274.75,0.98,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.0,1.9,0.0
68400,274.95,0.98,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0.0,1.8,0.0
72000,274.95,0.97,11.825,15.0,3.7275e-08,5.95e-08,0.0,2.5,0.0
75600,274.54999999999995,0.97,11.891,15.32,3.7737e-08,6.174e-08,0.0,2.7,0.0
79200,274.34999999999997,0.97,11.891,15.32,3.7737e-08,6.174e-08,0.0,2.7,0.0
82800,274.15,0.97,11.66,14.2,3.612e-08,5.39e-08,0.0,2.0,0.0
