Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
0,263.75,0.9,11.462,13.24,3.4734e-08,4.718e-08,0.2,1.4,0.06215999999999999
3600,264.45,0.91,11.429,13.08,3.4503e-08,4.606e-08,0.8,1.3,0.23088
7200,264.54999999999995,0.91,11.429,13.08,3.4503e-08,4.606e-08,0.2,1.3,0.05772
10800,267.75,0.94,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0.1,2.2,0.04884000000000001
14400,265.25,0.89,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.0,1.9,0.0
18000,264.95,0.91,11.429,13.08,3.4503e-08,4.606e-08,0.0,1.3,0.0
21600,266.34999999999997,0.92,11.462,13.24,3.4734e-08,4.718e-08,0.0,1.4,0.0
25200,265.54999999999995,0.87,11.528,13.56,3.5196e-08,4.942e-08,0.0,1.6,0.0
28800,264.04999999999995,0.88,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.0,1.9,0.0
32400,264.15,0.89,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
36000,264.25,0.9,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
39600,264.95,0.91,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
43200,265.04999999999995,0.9,11.66,14.2,3.612e-08,5.39e-08,0.0,2.0,0.0
46800,264.54999999999995,0.9,11.429,13.08,3.4503e-08,4.606e-08,0.0,1.3,0.0
50400,264.25,0.9,11.429,13.08,3.4503e-08,4.606e-08,0.0,1.3,0.0
54000,264.65,0.92,11.429,13.08,3.4503e-08,4.606e-08,0.1,1.3,0.02886
57600,264.65,0.91,11.396,12.92,3.4272e-08,4.494e-08,0.1,1.2,0.02664
61200,261.95,0.9,11.33,12.6,3.3809999999999996e-08,4.27e-08,0.0,1.0,0.0
64800,260.95,0.9,11.429,13.08,3.4503e-08,4.606e-08,0.0,1.3,0.0
68400,260.25,0.91,11.363,12.76,3.4041e-08,4.382e-08,0.0,1.1,0.0
72000,259.84999999999997,0.89,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
75600,261.25,0.9,11.363,12.76,3.4041e-08,4.382e-08,0.0,1.1,0.0
79200,261.54999999999995,0.9,11.264,12.280000000000001,3.3348e-08,4.046e-08,0.0,0.8,0.0
82800,260.84999999999997,0.88,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
86400,263.84999999999997,0.86,11.66,14.2,3.612e-08,5.39e-08,0.0,2.0,0.0
90000,261.54999999999995,0.86,11.693,14.36,3.6351e-08,5.502e-08,0.0,2.1,0.0
93600,261.84999999999997,0.88,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
97200,261.65,0.9,11.396,12.92,3.4272e-08,4.494e-08,0.0,1.2,0.0
100800,266.84999999999997,0.79,12.353,17.56,4.0971e-08,7.741999999999999e-08,0.0,4.1,0.0
104400,267.04999999999995,0.77,12.847999999999999,19.96,4.4435999999999995e-08,9.421999999999999e-08,0.0,5.6,0.0
