Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
0,276.65,0.84,13.739,24.28,5.0673000000000006e-08,1.2446000000000002e-07,0.6,8.3,1.10556
3600,277.45,0.85,13.475,23.0,4.8824999999999995e-08,1.155e-07,0.6,7.5,0.999
7200,277.25,0.87,13.739,24.28,5.0673000000000006e-08,1.2446000000000002e-07,2.1,8.3,3.8694600000000006
10800,277.15,0.88,13.013,20.759999999999998,4.5591e-08,9.981999999999999e-08,0.2,6.1,0.27084
14400,277.34999999999997,0.89,13.046,20.92,4.5822e-08,1.0094000000000002e-07,0.4,6.2,0.55056
18000,277.75,0.87,12.716000000000001,19.32,4.3512e-08,8.974e-08,0.2,5.2,0.23088
21600,277.54999999999995,0.89,13.112,21.240000000000002,4.6284e-08,1.0318000000000001e-07,1.7,6.4,2.41536
25200,277.15,0.89,12.947,20.44,4.5129e-08,9.758e-08,0.8,5.9,1.04784
28800,277.15,0.91,13.178,21.560000000000002,4.6746e-08,1.0542e-07,2.7,6.6,3.9560400000000002
32400,277.04999999999995,0.92,12.716000000000001,19.32,4.3512e-08,8.974e-08,1.4,5.2,1.6161599999999998
36000,276.84999999999997,0.9,12.056000000000001,16.12,3.8892e-08,6.734e-08,0.1,3.2,0.07104000000000002
39600,277.04999999999995,0.9,11.792,14.84,3.7044e-08,5.838e-08,0,2.4,0.0
43200,276.95,0.91,12.023,15.96,3.8661e-08,6.622000000000001e-08,0,3.1,0.0
46800,276.65,0.92,11.891,15.32,3.7737e-08,6.174e-08,0.2,2.7,0.11988000000000001
50400,276.45,0.88,12.485,18.2,4.1895e-08,8.19e-08,0,4.5,0.0
54000,276.34999999999997,0.87,12.485,18.2,4.1895e-08,8.19e-08,0,4.5,0.0
57600,276.04999999999995,0.89,11.858,15.16,3.7506000000000005e-08,6.062e-08,0,2.6,0.0
61200,275.84999999999997,0.89,11.759,14.68,3.6813e-08,5.726e-08,0,2.3,0.0
64800,275.65,0.89,11.626999999999999,14.04,3.5889e-08,5.278e-08,1,1.9,0.4218
68400,274.95,0.91,11.693,14.36,3.6351e-08,5.502e-08,0,2.1,0.0
72000,274.95,0.92,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0,2.2,0.0
75600,274.84999999999997,0.92,11.792,14.84,3.7044e-08,5.838e-08,0,2.4,0.0
79200,274.84999999999997,0.92,12.056000000000001,16.12,3.8892e-08,6.734e-08,0,3.2,0.0
82800,274.95,0.92,11.957,15.64,3.8199e-08,6.398000000000001e-08,0.5,2.9,0.3219
86400,275.15,0.92,11.891,15.32,3.7737e-08,6.174e-08,0.2,2.7,0.11988000000000001
90000,274.75,0.92,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0,2.2,0.0
93600,274.65,0.93,11.759,14.68,3.6813e-08,5.726e-08,0,2.3,0.0
97200,274.84999999999997,0.94,11.66,14.2,3.612e-08,5.39e-08,0,2.0,0.0
100800,274.75,0.94,11.66,14.2,3.612e-08,5.39e-08,0,2.0,0.0
104400,274.75,0.94,11.626999999999999,14.04,3.5889e-08,5.278e-08,0,1.9,0.0
108000,274.45,0.94,11.858,15.16,3.7506000000000005e-08,6.062e-08,0,2.6,0.0
111600,274.65,0.94,11.924,15.48,3.796799999999999e-08,6.286e-08,0,2.8,0.0
115200,274.45,0.94,11.891,15.32,3.7737e-08,6.174e-08,0,2.7,0.0
118800,274.45,0.94,11.825,15.0,3.7275e-08,5.95e-08,0,2.5,0.0
122400,275.25,0.92,12.056000000000001,16.12,3.8892e-08,6.734e-08,0,3.2,0.0
126000,274.95,0.9,12.386,17.72,4.1202e-08,7.854e-08,0.9,4.2,0.83916
129600,274.34999999999997,0.9,11.957,15.64,3.8199e-08,6.398000000000001e-08,1,2.9,0.6438
133200,274.45,0.92,12.089,16.28,3.9123e-08,6.846e-08,0.1,3.3,0.07326
136800,274.75,0.92,12.122,16.44,3.9353999999999996e-08,6.958e-08,0.1,3.4,0.07548
140400,274.95,0.93,11.924,15.48,3.796799999999999e-08,6.286e-08,0.7,2.8,0.43511999999999995
144000,274.65,0.92,11.957,15.64,3.8199e-08,6.398000000000001e-08,0,2.9,0.0
147600,274.75,0.93,12.122,16.44,3.9353999999999996e-08,6.958e-08,0,3.4,0.0
151200,274.75,0.9,12.32,17.4,4.074e-08,7.63e-08,0,4.0,0.0
154800,275.34999999999997,0.88,12.617,18.84,4.2819e-08,8.638e-08,0,4.9,0.0
158400,275.65,0.84,12.584,18.68,4.2588e-08,8.526e-08,0.1,4.8,0.10656
162000,275.65,0.77,12.419,17.88,4.1433000000000004e-08,7.965999999999999e-08,0,4.3,0.0
165600,274.84999999999997,0.78,12.386,17.72,4.1202e-08,7.854e-08,0,4.2,0.0
169200,276.34999999999997,0.63,12.65,19.0,4.305e-08,8.75e-08,0,5.0,0.0
172800,275.84999999999997,0.66,12.65,19.0,4.305e-08,8.75e-08,0,5.0,0.0
176400,276.25,0.59,13.211,21.72,4.6977e-08,1.0654e-07,0,6.7,0.0
180000,276.65,0.55,13.145,21.4,4.6514999999999997e-08,1.043e-07,0,6.5,0.0
183600,277.15,0.51,13.442,22.840000000000003,4.8594e-08,1.1438000000000002e-07,0,7.4,0.0
187200,277.34999999999997,0.51,14.102,26.04,5.3214e-08,1.3677999999999998e-07,0,9.4,0.0
190800,277.54999999999995,0.52,14.069,25.880000000000003,5.2983000000000005e-08,1.3566e-07,0,9.3,0.0
194400,277.65,0.51,14.135,26.200000000000003,5.3445e-08,1.379e-07,0,9.5,0.0
198000,277.95,0.49,14.399000000000001,27.48,5.5293000000000004e-08,1.4686e-07,0,10.3,0.0
201600,278.15,0.47,14.201,26.52,5.3907e-08,1.4013999999999998e-07,0,9.7,0.0
205200,278.25,0.46,12.716000000000001,19.32,4.3512e-08,8.974e-08,0,5.2,0.0
208800,278.25,0.46,13.343,22.36,4.7901e-08,1.1102e-07,0,7.1,0.0
212400,278.34999999999997,0.45,13.871,24.92,5.1597e-08,1.2894000000000002e-07,0,8.7,0.0
216000,278.45,0.43,13.706,24.119999999999997,5.0441999999999996e-08,1.2334e-07,0,8.2,0.0
219600,278.54999999999995,0.42,13.772,24.44,5.0904e-08,1.2558000000000002e-07,0,8.4,0.0
223200,278.25,0.43,13.112,21.240000000000002,4.6284e-08,1.0318000000000001e-07,0,6.4,0.0
226800,278.04999999999995,0.43,13.871,24.92,5.1597e-08,1.2894000000000002e-07,0,8.7,0.0
230400,277.84999999999997,0.43,12.98,20.6,4.5360000000000004e-08,9.87e-08,0,6.0,0.0
234000,277.65,0.43,12.815000000000001,19.8,4.4205000000000004e-08,9.31e-08,0,5.5,0.0
237600,277.54999999999995,0.45,12.518,18.36,4.2125999999999996e-08,8.302e-08,0,4.6,0.0
241200,277.04999999999995,0.49,12.584,18.68,4.2588e-08,8.526e-08,0,4.8,0.0
244800,274.45,0.66,12.485,18.2,4.1895e-08,8.19e-08,0,4.5,0.0
248400,273.75,0.72,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0,1.8,0.0
252000,273.65,0.71,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0,1.8,0.0
255600,272.54999999999995,0.78,11.462,13.24,3.4734e-08,4.718e-08,0,1.4,0.0
259200,271.95,0.81,11.495000000000001,13.4,3.4965e-08,4.83e-08,0,1.5,0.0
262800,271.45,0.83,11.429,13.08,3.4503e-08,4.606e-08,0,1.3,0.0
266400,271.54999999999995,0.82,11.396,12.92,3.4272e-08,4.494e-08,0,1.2,0.0
270000,271.04999999999995,0.83,11.198,11.96,3.2886e-08,3.822e-08,0,0.6,0.0
