Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
0,277.54999999999995,0.74,12.155000000000001,16.6,3.9585e-08,7.07e-08,0,3.5,0.0
3600,277.75,0.73,12.386,17.72,4.1202e-08,7.854e-08,0,4.2,0.0
7200,277.95,0.75,12.847999999999999,19.96,4.4435999999999995e-08,9.421999999999999e-08,0,5.6,0.0
10800,278.45,0.72,13.442,22.840000000000003,4.8594e-08,1.1438000000000002e-07,0,7.4,0.0
14400,278.04999999999995,0.73,13.673,23.96,5.0211e-08,1.2222e-07,0,8.1,0.0
18000,278.45,0.72,13.343,22.36,4.7901e-08,1.1102e-07,0,7.1,0.0
21600,278.75,0.7,13.442,22.840000000000003,4.8594e-08,1.1438000000000002e-07,0,7.4,0.0
25200,278.75,0.71,13.904,25.080000000000002,5.1828e-08,1.3006000000000001e-07,0,8.8,0.0
28800,278.75,0.71,14.168,26.36,5.3676e-08,1.3901999999999998e-07,0,9.6,0.0
32400,278.65,0.72,13.937000000000001,25.240000000000002,5.2059e-08,1.3118000000000001e-07,0,8.9,0.0
36000,278.75,0.73,13.937000000000001,25.240000000000002,5.2059e-08,1.3118000000000001e-07,0,8.9,0.0
39600,279.04999999999995,0.71,13.508,23.16,4.9056e-08,1.1662e-07,0,7.6,0.0
43200,278.95,0.74,13.31,22.200000000000003,4.767e-08,1.099e-07,0,7.0,0.0
46800,278.84999999999997,0.76,13.178,21.560000000000002,4.6746e-08,1.0542e-07,0,6.6,0.0
50400,278.65,0.8,13.244,21.880000000000003,4.7207999999999995e-08,1.0766e-07,0,6.8,0.0
54000,278.34999999999997,0.84,13.046,20.92,4.5822e-08,1.0094000000000002e-07,0,6.2,0.0
57600,278.65,0.86,12.815000000000001,19.8,4.4205000000000004e-08,9.31e-08,0,5.5,0.0
61200,278.95,0.87,12.914,20.28,4.4897999999999996e-08,9.645999999999999e-08,0,5.8,0.0
64800,279.25,0.82,13.442,22.840000000000003,4.8594e-08,1.1438000000000002e-07,0,7.4,0.0
68400,279.34999999999997,0.8,13.244,21.880000000000003,4.7207999999999995e-08,1.0766e-07,0,6.8,0.0
72000,279.34999999999997,0.81,13.145,21.4,4.6514999999999997e-08,1.043e-07,0,6.5,0.0
75600,279.15,0.8,13.112,21.240000000000002,4.6284e-08,1.0318000000000001e-07,0,6.4,0.0
79200,279.04999999999995,0.77,13.079,21.08,4.6053e-08,1.0206e-07,0,6.3,0.0
82800,278.84999999999997,0.81,13.079,21.08,4.6053e-08,1.0206e-07,0,6.3,0.0
86400,278.65,0.85,13.211,21.72,4.6977e-08,1.0654e-07,0,6.7,0.0
90000,278.34999999999997,0.86,13.376000000000001,22.520000000000003,4.8132000000000004e-08,1.1214000000000002e-07,0,7.2,0.0
93600,278.65,0.85,13.541,23.32,4.9287e-08,1.1774e-07,0,7.7,0.0
97200,278.75,0.85,13.277000000000001,22.04,4.7439e-08,1.0878e-07,0,6.9,0.0
100800,278.65,0.86,13.343,22.36,4.7901e-08,1.1102e-07,0,7.1,0.0
