Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
223200,275.15,0.99,11.495000000000001,13.4,3.4965e-08,4.83e-08,0.0,1.5,0.0
226800,275.65,0.99,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0.0,1.8,0.0
230400,275.84999999999997,0.99,12.122,16.44,3.9353999999999996e-08,6.958e-08,0.0,3.4,0.0
234000,275.75,0.99,12.122,16.44,3.9353999999999996e-08,6.958e-08,0.0,3.4,0.0
237600,275.34999999999997,0.99,11.891,15.32,3.7737e-08,6.174e-08,0.0,2.7,0.0
241200,274.54999999999995,0.99,11.825,15.0,3.7275e-08,5.95e-08,0.0,2.5,0.0
244800,274.75,0.75,12.98,20.6,4.5360000000000004e-08,9.87e-08,0.0,6.0,0.0
248400,273.65,0.69,12.881,20.12,4.4667e-08,9.534e-08,0.0,5.7,0.0
252000,272.65,0.81,11.693,14.36,3.6351e-08,5.502e-08,0.0,2.1,0.0
255600,271.34999999999997,0.79,12.286999999999999,17.240000000000002,4.0508999999999996e-08,7.518e-08,0.0,3.9,0.0
259200,270.84999999999997,0.82,11.759,14.68,3.6813e-08,5.726e-08,0.0,2.3,0.0
262800,270.84999999999997,0.74,12.122,16.44,3.9353999999999996e-08,6.958e-08,0.0,3.4,0.0
266400,270.34999999999997,0.84,11.693,14.36,3.6351e-08,5.502e-08,0.0,2.1,0.0
270000,269.95,0.88,11.561,13.72,3.5427e-08,5.054e-08,0.0,1.7,0.0
273600,269.84999999999997,0.92,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.0,1.9,0.0
277200,270.25,0.89,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
280800,269.65,0.9,11.957,15.64,3.8199e-08,6.398000000000001e-08,0.0,2.9,0.0
284400,270.34999999999997,0.91,11.792,14.84,3.7044e-08,5.838e-08,0.0,2.4,0.0
288000,270.15,0.94,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
291600,269.65,0.93,11.792,14.84,3.7044e-08,5.838e-08,0.0,2.4,0.0
295200,270.34999999999997,0.89,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
298800,271.65,0.88,11.528,13.56,3.5196e-08,4.942e-08,0.0,1.6,0.0
302400,272.54999999999995,0.84,11.363,12.76,3.4041e-08,4.382e-08,0.0,1.1,0.0
306000,272.34999999999997,0.87,11.66,14.2,3.612e-08,5.39e-08,0.0,2.0,0.0
309600,271.95,0.9,11.561,13.72,3.5427e-08,5.054e-08,0.0,1.7,0.0
313200,270.65,0.91,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.0,1.9,0.0
316800,270.75,0.92,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0.0,1.8,0.0
320400,270.45,0.93,11.858,15.16,3.7506000000000005e-08,6.062e-08,0.0,2.6,0.0
324000,269.54999999999995,0.93,11.693,14.36,3.6351e-08,5.502e-08,0.0,2.1,0.0
327600,268.54999999999995,0.94,11.66,14.2,3.612e-08,5.39e-08,0.0,2.0,0.0
331200,268.04999999999995,0.94,11.825,15.0,3.7275e-08,5.95e-08,0.0,2.5,0.0
334800,268.95,0.94,12.122,16.44,3.9353999999999996e-08,6.958e-08,0.0,3.4,0.0
338400,269.54999999999995,0.94,12.056000000000001,16.12,3.8892e-08,6.734e-08,0.0,3.2,0.0
342000,269.04999999999995,0.92,12.254,17.08,4.0278e-08,7.406e-08,0.0,3.8,0.0
345600,268.65,0.9,12.089,16.28,3.9123e-08,6.846e-08,0.0,3.3,0.0
349200,268.45,0.9,12.155000000000001,16.6,3.9585e-08,7.07e-08,0.0,3.5,0.0
