Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
0,275.54999999999995,0.63,12.122,16.44,3.9353999999999996e-08,6.958e-08,0.0,3.4,0.0
3600,274.84999999999997,0.72,11.792,14.84,3.7044e-08,5.838e-08,0.0,2.4,0.0
7200,275.75,0.78,12.419,17.88,4.1433000000000004e-08,7.965999999999999e-08,0.0,4.3,0.0
10800,275.65,0.76,12.65,19.0,4.305e-08,8.75e-08,0.0,5.0,0.0
14400,275.15,0.81,12.023,15.96,3.8661e-08,6.622000000000001e-08,0.0,3.1,0.0
18000,275.34999999999997,0.83,12.188,16.76,3.9816000000000004e-08,7.182e-08,0.0,3.6,0.0
21600,275.15,0.83,12.386,17.72,4.1202e-08,7.854e-08,0.0,4.2,0.0
25200,273.95,0.87,12.452,18.04,4.1664e-08,8.078e-08,0.0,4.4,0.0
28800,274.84999999999997,0.88,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
32400,274.15,0.88,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.0,1.9,0.0
36000,275.45,0.79,11.858,15.16,3.7506000000000005e-08,6.062e-08,0.0,2.6,0.0
39600,276.04999999999995,0.72,12.683,19.16,4.3280999999999996e-08,8.862e-08,0.0,5.1,0.0
43200,275.95,0.74,12.947,20.44,4.5129e-08,9.758e-08,0.0,5.9,0.0
46800,275.75,0.74,12.847999999999999,19.96,4.4435999999999995e-08,9.421999999999999e-08,0.0,5.6,0.0
50400,275.84999999999997,0.75,11.759,14.68,3.6813e-08,5.726e-08,0.0,2.3,0.0
54000,274.95,0.81,11.528,13.56,3.5196e-08,4.942e-08,0.0,1.6,0.0
57600,274.75,0.84,11.462,13.24,3.4734e-08,4.718e-08,0.0,1.4,0.0
61200,273.45,0.84,12.089,16.28,3.9123e-08,6.846e-08,0.0,3.3,0.0
64800,274.95,0.88,11.759,14.68,3.6813e-08,5.726e-08,0.0,2.3,0.0
68400,273.45,0.89,11.66,14.2,3.612e-08,5.39e-08,0.0,2.0,0.0
72000,274.95,0.86,11.759,14.68,3.6813e-08,5.726e-08,0.0,2.3,0.0
75600,274.34999999999997,0.93,12.122,16.44,3.9353999999999996e-08,6.958e-08,0.0,3.4,0.0
79200,274.75,0.86,12.122,16.44,3.9353999999999996e-08,6.958e-08,0.0,3.4,0.0
82800,274.65,0.85,11.759,14.68,3.6813e-08,5.726e-08,0.0,2.3,0.0
86400,274.84999999999997,0.9,11.858,15.16,3.7506000000000005e-08,6.062e-08,0.0,2.6,0.0
90000,274.45,0.91,11.825,15.0,3.7275e-08,5.95e-08,0.0,2.5,0.0
93600,274.45,0.92,11.858,15.16,3.7506000000000005e-08,6.062e-08,0.0,2.6,0.0
97200,273.84999999999997,0.92,11.528,13.56,3.5196e-08,4.942e-08,0.0,1.6,0.0
100800,275.15,0.92,11.561,13.72,3.5427e-08,5.054e-08,0.0,1.7,0.0
104400,275.45,0.87,11.66,14.2,3.612e-08,5.39e-08,0.0,2.0,0.0
108000,276.04999999999995,0.86,12.485,18.2,4.1895e-08,8.19e-08,0.0,4.5,0.0
111600,275.45,0.88,12.485,18.2,4.1895e-08,8.19e-08,0.0,4.5,0.0
115200,276.15,0.88,11.924,15.48,3.796799999999999e-08,6.286e-08,0.0,2.8,0.0
118800,275.34999999999997,0.92,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0.0,1.8,0.0
122400,276.34999999999997,0.95,12.254,17.08,4.0278e-08,7.406e-08,0.0,3.8,0.0
126000,277.45,0.83,12.485,18.2,4.1895e-08,8.19e-08,0.0,4.5,0.0
129600,277.65,0.8,12.584,18.68,4.2588e-08,8.526e-08,0.0,4.8,0.0
133200,277.75,0.8,13.013,20.759999999999998,4.5591e-08,9.981999999999999e-08,0.0,6.1,0.0
136800,277.65,0.8,12.98,20.6,4.5360000000000004e-08,9.87e-08,0.0,6.0,0.0
140400,277.54999999999995,0.82,12.716000000000001,19.32,4.3512e-08,8.974e-08,0.0,5.2,0.0
144000,277.45,0.83,12.683,19.16,4.3280999999999996e-08,8.862e-08,0.0,5.1,0.0
147600,278.04999999999995,0.82,12.881,20.12,4.4667e-08,9.534e-08,0.0,5.7,0.0
