Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
0,272.95,0.65,11.825,15.0,3.7275e-08,5.95e-08,0,2.5,0.0
3600,273.34999999999997,0.63,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0,2.2,0.0
7200,273.54999999999995,0.62,11.924,15.48,3.796799999999999e-08,6.286e-08,0,2.8,0.0
10800,273.34999999999997,0.63,11.957,15.64,3.8199e-08,6.398000000000001e-08,0,2.9,0.0
14400,273.45,0.64,11.858,15.16,3.7506000000000005e-08,6.062e-08,0,2.6,0.0
18000,273.65,0.64,11.561,13.72,3.5427e-08,5.054e-08,0,1.7,0.0
21600,273.54999999999995,0.65,11.825,15.0,3.7275e-08,5.95e-08,0,2.5,0.0
25200,273.65,0.65,11.66,14.2,3.612e-08,5.39e-08,0,2,0.0
28800,273.25,0.65,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0,2.2,0.0
32400,273.54999999999995,0.64,12.188,16.76,3.9816000000000004e-08,7.182e-08,0,3.6,0.0
36000,274.15,0.61,11.99,15.8,3.843e-08,6.510000000000001e-08,0,3,0.0
39600,274.84999999999997,0.59,12.188,16.76,3.9816000000000004e-08,7.182e-08,0,3.6,0.0
43200,273.95,0.62,12.089,16.28,3.9123e-08,6.846e-08,0,3.3,0.0
46800,272.34999999999997,0.7,11.924,15.48,3.796799999999999e-08,6.286e-08,0,2.8,0.0
50400,271.15,0.71,11.363,12.76,3.4041e-08,4.382e-08,0,1.1,0.0
54000,270.84999999999997,0.77,11.297,12.440000000000001,3.3579e-08,4.158e-08,0,0.9,0.0
57600,271.25,0.73,11.462,13.24,3.4734e-08,4.718e-08,0,1.4,0.0
61200,271.95,0.76,11.396,12.92,3.4272e-08,4.494e-08,0,1.2,0.0
64800,272.95,0.7,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0,1.8,0.0
68400,272.84999999999997,0.72,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0,1.8,0.0
72000,272.54999999999995,0.74,11.957,15.64,3.8199e-08,6.398000000000001e-08,0,2.9,0.0
75600,272.75,0.73,12.056000000000001,16.12,3.8892e-08,6.734e-08,0,3.2,0.0
79200,273.45,0.68,11.957,15.64,3.8199e-08,6.398000000000001e-08,0,2.9,0.0
82800,273.15,0.71,11.924,15.48,3.796799999999999e-08,6.286e-08,0,2.8,0.0
86400,273.15,0.74,11.891,15.32,3.7737e-08,6.174e-08,0,2.7,0.0
90000,273.04999999999995,0.86,11.924,15.48,3.796799999999999e-08,6.286e-08,0,2.8,0.0
93600,273.15,0.87,11.924,15.48,3.796799999999999e-08,6.286e-08,0,2.8,0.0
97200,272.75,0.9,12.023,15.96,3.8661e-08,6.622000000000001e-08,0,3.1,0.0
100800,272.75,0.92,12.056000000000001,16.12,3.8892e-08,6.734e-08,0,3.2,0.0
104400,272.95,0.92,12.089,16.28,3.9123e-08,6.846e-08,0,3.3,0.0
108000,273.25,0.91,12.089,16.28,3.9123e-08,6.846e-08,0,3.3,0.0
111600,273.25,0.91,12.023,15.96,3.8661e-08,6.622000000000001e-08,0,3.1,0.0
115200,273.45,0.89,12.023,15.96,3.8661e-08,6.622000000000001e-08,0,3.1,0.0
118800,273.25,0.87,12.122,16.44,3.9353999999999996e-08,6.958e-08,0,3.4,0.0
122400,273.25,0.88,12.221,16.92,4.0047e-08,7.294000000000002e-08,0,3.7,0.0
126000,272.95,0.9,12.286999999999999,17.240000000000002,4.0508999999999996e-08,7.518e-08,0,3.9,0.0
129600,272.95,0.86,12.32,17.4,4.074e-08,7.63e-08,0,4,0.0
133200,272.95,0.87,12.254,17.08,4.0278e-08,7.406e-08,0,3.8,0.0
136800,273.04999999999995,0.84,12.221,16.92,4.0047e-08,7.294000000000002e-08,0,3.7,0.0
140400,272.54999999999995,0.85,12.254,17.08,4.0278e-08,7.406e-08,0,3.8,0.0
144000,272.45,0.84,11.858,15.16,3.7506000000000005e-08,6.062e-08,0,2.6,0.0
147600,272.54999999999995,0.82,12.188,16.76,3.9816000000000004e-08,7.182e-08,0,3.6,0.0
151200,272.54999999999995,0.83,11.99,15.8,3.843e-08,6.510000000000001e-08,0,3,0.0
154800,271.15,0.88,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0,2.2,0.0
158400,269.84999999999997,0.91,11.957,15.64,3.8199e-08,6.398000000000001e-08,0,2.9,0.0
162000,269.54999999999995,0.91,12.188,16.76,3.9816000000000004e-08,7.182e-08,0,3.6,0.0
165600,268.75,0.9,11.957,15.64,3.8199e-08,6.398000000000001e-08,0,2.9,0.0
169200,268.75,0.87,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0,2.2,0.0
172800,268.54999999999995,0.85,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0,2.2,0.0
176400,267.45,0.88,11.626999999999999,14.04,3.5889e-08,5.278e-08,0,1.9,0.0
180000,267.04999999999995,0.9,11.363,12.76,3.4041e-08,4.382e-08,0,1.1,0.0
183600,269.04999999999995,0.74,11.825,15.0,3.7275e-08,5.95e-08,0,2.5,0.0
187200,267.25,0.84,11.792,14.84,3.7044e-08,5.838e-08,0,2.4,0.0
190800,266.34999999999997,0.84,11.594000000000001,13.88,3.5658e-08,5.166000000000001e-08,0,1.8,0.0
194400,268.25,0.69,11.66,14.2,3.612e-08,5.39e-08,0,2,0.0
198000,266.65,0.76,11.561,13.72,3.5427e-08,5.054e-08,0,1.7,0.0
201600,267.25,0.73,11.462,13.24,3.4734e-08,4.718e-08,0,1.4,0.0
205200,267.34999999999997,0.72,11.858,15.16,3.7506000000000005e-08,6.062e-08,0,2.6,0.0
208800,268.45,0.72,12.023,15.96,3.8661e-08,6.622000000000001e-08,0,3.1,0.0
212400,268.34999999999997,0.73,11.725999999999999,14.52,3.6581999999999996e-08,5.614e-08,0,2.2,0.0
216000,270.84999999999997,0.66,11.561,13.72,3.5427e-08,5.054e-08,0,1.7,0.0
219600,269.65,0.72,11.626999999999999,14.04,3.5889e-08,5.278e-08,0,1.9,0.0
223200,270.15,0.71,11.759,14.68,3.6813e-08,5.726e-08,0,2.3,0.0
226800,270.75,0.69,12.023,15.96,3.8661e-08,6.622000000000001e-08,0,3.1,0.0
230400,269.04999999999995,0.72,12.155000000000001,16.6,3.9585e-08,7.07e-08,0,3.5,0.0
234000,269.95,0.71,11.693,14.36,3.6351e-08,5.502e-08,0,2.1,0.0
237600,268.84999999999997,0.74,11.792,14.84,3.7044e-08,5.838e-08,0,2.4,0.0
