Time [s],Temp [C],RH [%],h_t_l,h_t_w,h_m_l,h_m_w,R,V,WDR [kg/m2.s]
0,274.95,0.94,11.858,15.16,3.7506000000000005e-08,6.062e-08,0.0,2.6,0.0
3600,275.15,0.94,11.495000000000001,13.4,3.4965e-08,4.83e-08,0.0,1.5,0.0
7200,274.95,0.94,11.693,14.36,3.6351e-08,5.502e-08,0.0,2.1,0.0
10800,274.25,0.94,11.626999999999999,14.04,3.5889e-08,5.278e-08,0.0,1.9,0.0
14400,273.95,0.94,11.495000000000001,13.4,3.4965e-08,4.83e-08,0.0,1.5,0.0
18000,273.25,0.95,11.561,13.72,3.5427e-08,5.054e-08,0.0,1.7,0.0
21600,272.25,0.95,11.693,14.36,3.6351e-08,5.502e-08,0.0,2.1,0.0
25200,273.95,0.96,12.254,17.08,4.0278e-08,7.406e-08,0.0,3.8,0.0
28800,274.54999999999995,0.94,12.188,16.76,3.9816000000000004e-08,7.182e-08,0.0,3.6,0.0
32400,275.84999999999997,0.93,12.056000000000001,16.12,3.8892e-08,6.734e-08,0.0,3.2,0.0
36000,276.54999999999995,0.9,11.858,15.16,3.7506000000000005e-08,6.062e-08,0.0,2.6,0.0
39600,277.45,0.79,12.782,19.64,4.3974e-08,9.198000000000001e-08,0.2,5.4,0.23976000000000003
43200,278.15,0.75,13.013,20.759999999999998,4.5591e-08,9.981999999999999e-08,0.1,6.1,0.13542
46800,279.45,0.67,13.706,24.119999999999997,5.0441999999999996e-08,1.2334e-07,0.0,8.2,0.0
50400,281.15,0.71,13.607,23.64,4.9749e-08,1.1998e-07,0.0,7.9,0.0
54000,281.45,0.73,15.125,31.0,6.0375e-08,1.715e-07,0.1,12.5,0.2775
57600,281.04999999999995,0.82,14.036,25.72,5.2751999999999995e-08,1.3453999999999999e-07,2.3,9.2,4.697519999999999
61200,281.04999999999995,0.87,13.409,22.68,4.8363e-08,1.1326e-07,2.0,7.3,3.2412
64800,281.25,0.86,14.366,27.32,5.5061999999999994e-08,1.4574e-07,0.9,10.2,2.03796
68400,280.84999999999997,0.88,14.465,27.8,5.5755e-08,1.491e-07,0.1,10.5,0.2331
72000,281.04999999999995,0.87,13.838000000000001,24.759999999999998,5.1366e-08,1.2782e-07,0.1,8.6,0.19092
75600,281.25,0.85,13.31,22.200000000000003,4.767e-08,1.099e-07,0.0,7.0,0.0
79200,281.45,0.84,13.145,21.4,4.6514999999999997e-08,1.043e-07,0.0,6.5,0.0
82800,281.75,0.82,13.046,20.92,4.5822e-08,1.0094000000000002e-07,0.0,6.2,0.0
86400,281.84999999999997,0.82,13.277000000000001,22.04,4.7439e-08,1.0878e-07,0.0,6.9,0.0
90000,281.34999999999997,0.86,13.706,24.119999999999997,5.0441999999999996e-08,1.2334e-07,0.1,8.2,0.18203999999999998
93600,281.04999999999995,0.89,13.937000000000001,25.240000000000002,5.2059e-08,1.3118000000000001e-07,1.2,8.9,2.37096
97200,280.84999999999997,0.9,13.574,23.48,4.9518e-08,1.1886e-07,1.8,7.8,3.1168799999999997
100800,280.75,0.9,12.782,19.64,4.3974e-08,9.198000000000001e-08,0.2,5.4,0.23976000000000003
104400,280.75,0.86,12.286999999999999,17.240000000000002,4.0508999999999996e-08,7.518e-08,0.0,3.9,0.0
108000,280.54999999999995,0.85,12.815000000000001,19.8,4.4205000000000004e-08,9.31e-08,0.0,5.5,0.0
111600,280.25,0.88,12.815000000000001,19.8,4.4205000000000004e-08,9.31e-08,0.0,5.5,0.0
115200,280.34999999999997,0.86,13.277000000000001,22.04,4.7439e-08,1.0878e-07,0.0,6.9,0.0
118800,280.04999999999995,0.87,12.881,20.12,4.4667e-08,9.534e-08,0.0,5.7,0.0
122400,280.04999999999995,0.85,12.716000000000001,19.32,4.3512e-08,8.974e-08,0.0,5.2,0.0
126000,279.95,0.83,13.277000000000001,22.04,4.7439e-08,1.0878e-07,0.0,6.9,0.0
